subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
11.0,100.0,3.0,1589,7.6327,8.8701,10.09,12.368,11.9352,50.7813
11.0,71.0,1.0,1589,-34.5583,-27.6303,-23.1638,-17.4382,-17.0354,50.7813
11.0,70.0,3.0,1589,-10.761,-14.2397,-15.6556,-14.6985,-11.4133,50.7813
11.0,70.0,2.0,1589,-15.7061,-16.601,-13.5692,-15.7762,-15.4205,50.7813
11.0,70.0,1.0,1589,-12.6648,-17.5491,-13.3618,-8.3646,-11.6659,50.7813
11.0,6.0,3.0,1589,0.2213,-3.0782,-1.0232,-3.8589,-4.8465,50.7813
11.0,6.0,2.0,1589,-6.388,-2.8404,-0.2575,1.1188,3.5724,50.7813
11.0,71.0,2.0,1589,-5.2929,-2.3839,2.2668,6.254,11.4013,50.7813
11.0,6.0,1.0,1589,-6.0311,-8.9138,-5.7184,-7.4883,1.108,50.7813
11.0,69.0,2.0,1589,-13.8017,-17.0933,-17.2605,-14.4891,-10.5428,50.7813
11.0,69.0,1.0,1589,-3.217,0.9139,4.6865,8.3733,7.6366,50.7813
11.0,68.0,3.0,1589,-6.5423,-5.8311,-5.36,2.2349,1.9507,50.7813
11.0,68.0,2.0,1589,-7.6657,-7.5249,-6.9752,-9.1319,-10.8369,50.7813
11.0,68.0,1.0,1589,-17.4526,-18.9055,-14.9554,-8.0716,-3.0619,50.7813
11.0,67.0,3.0,1589,-16.6506,-15.0335,-13.5492,-8.4514,-7.0425,50.7813
11.0,69.0,3.0,1589,-2.4084,2.4571,-0.6871,0.7494,-0.9908,50.7813
11.0,67.0,2.0,1589,4.7046,4.0981,3.4692,2.483,2.5007,50.7813
11.0,71.0,3.0,1589,-11.525,-7.3123,-8.0494,2.6796,3.5624,50.7813
11.0,72.0,2.0,1589,4.3964,-0.1876,-0.5826,2.4498,3.3019,50.7813
11.0,77.0,2.0,1589,-5.9893,-13.2963,-11.4072,-16.6551,-12.7075,50.7813
11.0,77.0,1.0,1589,-14.7943,-13.3173,-9.2311,-9.9752,-6.9053,50.7813
11.0,76.0,3.0,1589,-2.9447,-5.4227,-6.7166,-4.9575,-1.6401,50.7813
11.0,76.0,2.0,1589,-15.8011,-15.4501,-12.6779,-14.9511,-9.2849,50.7813
11.0,76.0,1.0,1589,-0.9373,4.401,3.5655,7.7173,4.5285,50.7813
11.0,75.0,3.0,1589,2.204,1.5136,6.0007,5.1006,8.5297,50.7813
11.0,72.0,1.0,1589,-4.2651,-5.9456,-6.7461,-5.7328,-6.317,50.7813
11.0,75.0,2.0,1589,6.729,2.8676,1.3922,-1.5678,-3.6179,50.7813
11.0,74.0,2.0,1589,-4.2205,-0.0553,-4.5964,-4.8531,-2.8215,50.7813
11.0,74.0,1.0,1589,-2.3122,-4.2177,-5.9092,1.0403,4.179,50.7813
11.0,73.0,3.0,1589,-1.9392,-0.5716,-2.0893,6.9341,8.4695,50.7813
11.0,73.0,2.0,1589,-6.8991,-12.6956,-9.0772,-6.2768,-4.3297,50.7813
11.0,73.0,1.0,1589,-6.6886,-5.8046,1.3258,3.0445,1.4477,50.7813
11.0,72.0,3.0,1589,-5.6841,0.2927,-1.6426,3.9486,5.3148,50.7813
11.0,74.0,3.0,1589,-3.0025,-4.1861,-6.3886,-5.4197,-2.6181,50.7813
11.0,78.0,1.0,1589,-7.8238,-9.9195,-10.4398,-6.9286,-3.1987,50.7813
