subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
2.0,100.0,1.0,1589,-6.6765,-6.8142,-5.9518,-5.6832,-0.7777,50.7813
2.0,70.0,3.0,1589,-20.2201,-19.7233,-18.4752,-14.329,-10.865,50.7813
2.0,70.0,2.0,1589,-5.6765,-6.2142,-4.4362,-7.2012,-5.9297,50.7813
2.0,70.0,1.0,1589,-4.7289,-5.2838,-4.537,-3.2476,-3.837,50.7813
2.0,6.0,3.0,1589,-8.0801,-9.5116,-10.1459,-8.0392,-9.506,50.7813
2.0,6.0,2.0,1589,-4.5413,-3.1694,-3.5914,-1.3869,-1.5886,50.7813
2.0,6.0,1.0,1589,-4.6797,-4.0217,-4.2364,-1.2038,-4.934,50.7813
2.0,71.0,1.0,1589,-11.3509,-11.0611,-10.5342,-8.4743,-6.9498,50.7813
2.0,69.0,3.0,1589,8.7637,9.58,9.3202,8.7527,8.2857,50.7813
2.0,69.0,1.0,1589,-0.1625,0.1219,1.7784,2.9846,5.7234,50.7813
2.0,68.0,3.0,1589,-5.3183,-6.3905,-5.0465,-2.3333,-2.9787,50.7813
2.0,68.0,2.0,1589,-3.1332,-2.2272,-6.1393,-3.178,-3.4576,50.7813
2.0,68.0,1.0,1589,3.0496,1.751,1.3026,-1.2089,-3.4576,50.7813
2.0,67.0,3.0,1589,6.865,6.9367,8.3504,5.2057,3.0229,50.7813
2.0,67.0,2.0,1589,-8.539,-8.7343,-10.2767,-11.0358,-9.8679,50.7813
2.0,69.0,2.0,1589,1.6281,0.0979,0.378,1.7505,3.7507,50.7813
2.0,71.0,2.0,1589,-1.4264,-2.0755,-0.8821,1.2494,-2.8909,50.7813
2.0,71.0,3.0,1589,-5.671,-5.5275,-6.6979,-5.1577,-6.206,50.7813
2.0,72.0,1.0,1589,3.5604,4.3516,4.9349,5.3076,1.8425,50.7813
2.0,77.0,1.0,1589,-1.2571,-1.088,-2.5579,-2.7095,0.5146,50.7813
2.0,76.0,3.0,1589,-3.412,-3.6347,-4.2735,-4.3527,-3.2418,50.7813
2.0,76.0,2.0,1589,0.1581,0.1942,1.1022,4.8445,1.8762,50.7813
2.0,76.0,1.0,1589,-3.4075,-1.4869,-0.763,7.6068,2.4588,50.7813
2.0,75.0,3.0,1589,0.2467,1.7848,0.2044,2.1263,3.9931,50.7813
2.0,75.0,2.0,1589,-5.5558,-5.8719,-3.3433,-6.5348,-4.9111,50.7813
2.0,75.0,1.0,1589,-9.5118,-10.699,-12.6645,-12.6976,-8.4348,50.7813
2.0,74.0,3.0,1589,-8.5577,-8.8344,-7.8763,-6.1147,-6.4303,50.7813
2.0,74.0,2.0,1589,-0.3969,-0.6384,-0.4922,5.1039,3.0991,50.7813
2.0,74.0,1.0,1589,1.0155,0.4824,0.032,-3.3225,-0.4084,50.7813
2.0,73.0,3.0,1589,-3.5673,-3.7913,-1.0307,2.7634,-0.0786,50.7813
2.0,73.0,2.0,1589,-1.1822,-0.1994,-1.1208,4.8669,0.272,50.7813
2.0,73.0,1.0,1589,-9.6327,-9.1858,-9.4963,-6.9513,-7.9007,50.7813
2.0,72.0,3.0,1589,0.5366,1.9023,4.0234,3.9307,2.2519,50.7813
2.0,72.0,2.0,1589,2.895,3.1988,1.9509,3.709,1.8001,50.7813
2.0,67.0,1.0,1589,4.263,5.8379,4.7754,6.6339,5.9507,50.7813
2.0,66.0,3.0,1589,-0.0127,-0.1687,2.5605,1.9644,3.4067,50.7813
2.0,66.0,2.0,1589,-4.7787,-4.2853,-2.9893,-7.8084,-3.34,50.7813
2.0,66.0,1.0,1589,7.2915,8.1257,7.1726,7.367,5.9668,50.7813
2.0,5.0,2.0,1589,4.4434,4.1545,4.8521,3.3184,3.4606,50.7813
2.0,5.0,1.0,1589,-0.1547,0.8872,4.2689,5.4786,7.9702,50.7813
2.0,59.0,3.0,1589,2.5942,3.3648,4.5444,-1.9528,-0.7776,50.7813
2.0,59.0,2.0,1589,6.3108,4.4312,5.9479,3.7177,0.9936,50.7813
2.0,59.0,1.0,1589,-9.8993,-9.9623,-6.6966,-5.498,-8.8432,50.7813
2.0,58.0,3.0,1589,10.1225,10.3951,7.8191,8.0948,3.6219,50.7813
2.0,58.0,2.0,1589,-9.9971,-9.6799,-6.1071,-7.0603,-10.7533,50.7813
2.0,58.0,1.0,1589,-12.3436,-11.984,-12.6437,-7.7066,-11.0734,50.7813
2.0,57.0,3.0,1589,4.5128,4.3356,3.6629,0.8787,2.6952,50.7813
2.0,57.0,2.0,1589,-6.3806,-4.9666,-0.4511,-3.4899,-0.454,50.7813
2.0,57.0,1.0,1589,-4.6013,-5.1565,-0.0267,3.1682,7.039,50.7813
2.0,56.0,3.0,1589,2.6097,2.6742,1.3882,-0.1072,2.2429,50.7813
2.0,56.0,2.0,1589,1.3257,0.6547,-0.4207,-2.0996,2.2818,50.7813
2.0,56.0,1.0,1589,10.5435,9.9292,7.0327,6.0318,4.0686,50.7813
2.0,55.0,3.0,1589,0.9741,1.1221,-0.4344,-1.8786,-2.8847,50.7813
2.0,5.0,3.0,1589,0.7808,1.4734,1.6766,1.5188,-2.1566,50.7813
2.0,77.0,3.0,1589,2.077,3.7175,2.8971,1.1982,-3.0607,50.7813
2.0,60.0,1.0,1589,6.2238,4.8247,5.9147,6.2959,10.599,50.7813
2.0,60.0,3.0,1589,-5.5282,-8.0657,-6.3594,-1.262,-4.8826,50.7813
2.0,65.0,3.0,1589,4.8022,5.0874,-4.4984,4.6375,6.1746,50.7813
2.0,65.0,2.0,1589,11.5084,12.6668,13.7392,11.8407,12.3081,50.7813
2.0,65.0,1.0,1589,-3.6362,-2.0512,0.0693,-1.1226,2.5888,50.7813
2.0,64.0,3.0,1589,3.345,1.4817,7.3696,4.6478,-1.5113,50.7813
2.0,64.0,2.0,1589,-2.1063,-0.6538,0.2158,1.6215,3.2524,50.7813
2.0,64.0,1.0,1589,-6.8886,-5.9962,-2.8167,-7.2669,-1.2547,50.7813
2.0,63.0,3.0,1589,1.7724,1.9056,4.292,5.9769,4.6887,50.7813
2.0,63.0,2.0,1589,-2.172,-0.1618,-0.3525,2.164,3.2479,50.7813
2.0,63.0,1.0,1589,-6.6044,-8.0863,-6.3832,-1.3694,-2.4642,50.7813
2.0,62.0,3.0,1589,-5.7986,-5.2314,-4.6158,-3.7075,-0.8215,50.7813
2.0,62.0,2.0,1589,3.4963,6.0273,8.2726,5.5186,10.5211,50.7813
2.0,62.0,1.0,1589,9.9443,11.3431,11.3011,6.4545,9.9507,50.7813
2.0,61.0,3.0,1589,-3.5777,-4.0194,-2.2352,-4.2654,-2.4615,50.7813
