subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
16.0,100.0,1.0,1589,-24.4205,-20.893,-8.1963,-3.319,1.5427,50.7813
16.0,71.0,2.0,1589,2.5324,-5.7034,-14.3437,-22.998,-23.5261,50.7813
16.0,71.0,1.0,1589,-9.7608,-7.3124,-5.5602,4.8389,15.7919,50.7813
16.0,70.0,3.0,1589,-17.9761,-10.1522,-3.0132,6.7428,10.9503,50.7813
16.0,70.0,2.0,1589,7.5765,2.8267,-3.8814,-1.4427,-1.4897,50.7813
16.0,70.0,1.0,1589,-2.9267,1.9265,10.0132,12.0458,12.3237,50.7813
16.0,6.0,3.0,1589,-5.5489,0.1129,10.9483,10.1438,14.6847,50.7813
16.0,71.0,3.0,1589,-8.5633,-13.345,-16.6326,-19.0441,-19.1164,50.7813
16.0,6.0,1.0,1589,-1.3221,-7.204,-3.7399,5.5661,2.7831,50.7813
16.0,69.0,2.0,1589,-5.6622,-7.1407,-8.6003,-15.1435,-16.2179,50.7813
16.0,69.0,1.0,1589,-11.1749,-14.6613,-24.5563,-30.4872,-39.008,50.7813
16.0,68.0,3.0,1589,12.8543,8.805,6.4509,6.6244,9.6211,50.7813
16.0,68.0,2.0,1589,43.9956,55.1089,61.0315,58.2284,50.1533,50.7813
16.0,68.0,1.0,1589,-7.9346,-7.9466,-0.4943,9.7937,13.1235,50.7813
16.0,67.0,3.0,1589,-13.5145,-17.0147,-18.8315,-13.887,-14.5692,50.7813
16.0,69.0,3.0,1589,-3.6162,-5.5727,-6.5977,-5.6972,-4.2352,50.7813
16.0,67.0,2.0,1589,3.1854,1.8864,-6.0356,-21.4824,-25.3649,50.7813
16.0,72.0,1.0,1589,-24.7782,-21.2813,-17.8958,-16.7871,-11.6901,50.7813
16.0,72.0,3.0,1589,7.824,1.572,1.3296,2.3388,1.5926,50.7813
16.0,77.0,2.0,1589,14.5529,20.8788,18.2758,9.9858,4.97,50.7813
16.0,77.0,1.0,1589,-39.5192,-21.908,2.6062,17.2825,28.8018,50.7813
16.0,76.0,3.0,1589,-1.0326,-3.0173,1.4981,12.1475,17.0941,50.7813
16.0,76.0,2.0,1589,8.3149,3.7292,1.273,7.4791,10.5684,50.7813
16.0,76.0,1.0,1589,-1.6361,2.5588,9.3757,10.8618,14.7973,50.7813
