subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
81.0,100.0,1.0,1589,-15.0784,-13.2477,-16.5606,-3.8054,-5.6043,50.7813
81.0,71.0,1.0,1589,1.2382,2.0463,4.3173,5.2694,0.4482,50.7813
81.0,70.0,3.0,1589,-5.1229,-0.4034,-6.1528,-6.1151,0.3863,50.7813
81.0,70.0,2.0,1589,1.4697,6.8034,-0.188,5.2258,3.8822,50.7813
81.0,70.0,1.0,1589,11.0232,13.5778,5.2135,0.4541,2.0924,50.7813
81.0,6.0,3.0,1589,-2.1105,2.1034,3.9834,-6.6887,0.9303,50.7813
81.0,6.0,2.0,1589,-4.7925,0.0666,-3.3905,-7.8288,-5.584,50.7813
81.0,71.0,2.0,1589,6.1752,6.3436,1.2231,-1.3529,1.3358,50.7813
81.0,6.0,1.0,1589,5.8771,-3.284,-0.5845,5.4928,1.9109,50.7813
81.0,69.0,1.0,1589,3.4988,0.2416,2.9745,5.0624,0.3632,50.7813
81.0,68.0,3.0,1589,6.1483,12.9853,0.8057,-9.4504,-7.1103,50.7813
81.0,68.0,2.0,1589,20.3489,17.1005,12.0121,6.737,1.2378,50.7813
81.0,68.0,1.0,1589,1.2157,7.7926,10.78,7.9599,6.9666,50.7813
81.0,67.0,3.0,1589,-8.4254,-2.9731,2.2978,0.5046,7.5894,50.7813
81.0,67.0,2.0,1589,-1.1721,-4.1769,-3.0951,-4.8884,-0.3179,50.7813
81.0,69.0,3.0,1589,-1.6328,2.616,5.5571,2.7997,7.9508,50.7813
81.0,67.0,1.0,1589,7.5226,3.6913,4.0768,11.3027,8.0586,50.7813
81.0,71.0,3.0,1589,-4.3915,-6.5792,-6.3404,-13.0426,-8.7051,50.7813
81.0,72.0,2.0,1589,12.2854,10.1937,12.6053,5.9507,7.8412,50.7813
81.0,77.0,2.0,1589,-5.1592,-2.3918,4.4829,15.4765,16.8994,50.7813
81.0,77.0,1.0,1589,2.6241,3.6777,10.7853,7.4187,9.3147,50.7813
81.0,76.0,2.0,1589,-11.4833,-13.2322,-10.2626,-6.8739,-8.4239,50.7813
81.0,76.0,1.0,1589,3.0849,-6.3527,-1.4756,-0.9401,0.0822,50.7813
81.0,75.0,3.0,1589,4.6041,-1.1544,-0.8624,7.2417,3.1919,50.7813
81.0,75.0,2.0,1589,2.5704,10.2473,7.1866,2.9583,1.9964,50.7813
81.0,72.0,1.0,1589,6.4497,5.2103,0.2533,-3.5218,-1.1193,50.7813
