subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
37.0,100.0,1.0,1589,5.165,0.5924,-2.0708,1.3178,12.0274,50.7813
37.0,70.0,3.0,1589,-0.8184,6.6572,12.4888,6.6964,5.1402,50.7813
37.0,70.0,2.0,1589,-7.8094,-1.1211,-7.4345,-13.3269,-25.3378,50.7813
37.0,70.0,1.0,1589,8.6922,11.6735,16.3464,6.4616,-8.4169,50.7813
37.0,6.0,3.0,1589,-4.6462,-0.4335,1.4831,3.6889,0.8784,50.7813
37.0,6.0,2.0,1589,-3.1424,2.0494,-2.5682,-0.5936,-6.7217,50.7813
37.0,6.0,1.0,1589,-15.6802,-12.6474,-13.2422,-15.141,-7.0341,50.7813
37.0,71.0,1.0,1589,0.2408,3.013,2.9123,0.3472,-1.5806,50.7813
37.0,69.0,3.0,1589,-6.7558,-9.2896,-5.6473,-8.7807,8.7555,50.7813
37.0,69.0,1.0,1589,9.5845,13.491,22.1781,16.3577,11.9879,50.7813
37.0,68.0,3.0,1589,3.6093,-1.4718,1.2598,-6.7829,-2.2296,50.7813
37.0,68.0,2.0,1589,-1.4359,2.3807,1.7862,8.8151,-2.2079,50.7813
37.0,68.0,1.0,1589,-1.7447,-1.8859,3.3093,0.2395,0.0136,50.7813
37.0,67.0,3.0,1589,20.5203,7.9056,8.345,9.7037,4.7371,50.7813
37.0,67.0,2.0,1589,-0.8178,1.0897,-8.0506,-8.3408,14.2666,50.7813
37.0,69.0,2.0,1589,20.3739,27.7977,39.0122,27.5849,37.5483,50.7813
37.0,67.0,1.0,1589,8.59,6.9137,-3.5017,5.5452,20.1416,50.7813
37.0,71.0,2.0,1589,-17.2033,-26.1254,-28.0966,-10.4289,-21.4599,50.7813
37.0,72.0,1.0,1589,-3.0544,3.5858,6.1176,5.5954,-6.3917,50.7813
37.0,76.0,3.0,1589,7.7609,2.9676,2.362,6.2235,-4.4807,50.7813
37.0,76.0,2.0,1589,-0.6272,-7.0264,-3.4911,-2.2596,1.9475,50.7813
37.0,76.0,1.0,1589,5.8511,2.4328,-7.1217,-12.8988,-16.5145,50.7813
37.0,75.0,3.0,1589,-1.2742,6.8453,0.9274,7.0541,8.4859,50.7813
37.0,75.0,2.0,1589,22.6224,9.7258,9.8811,10.2415,12.9173,50.7813
37.0,75.0,1.0,1589,13.551,7.6901,1.5721,-4.6737,-4.141,50.7813
37.0,71.0,3.0,1589,-12.3592,-9.1541,-6.0668,1.452,-3.3726,50.7813
37.0,74.0,3.0,1589,-7.383,-10.7029,-13.3728,-11.1681,-7.6759,50.7813
37.0,74.0,1.0,1589,-8.0806,-5.0191,-0.5766,-13.5214,-13.2809,50.7813
37.0,73.0,3.0,1589,-4.2921,4.3313,8.5926,4.6248,6.3976,50.7813
37.0,73.0,2.0,1589,10.6561,10.4443,10.6986,5.8722,-13.0533,50.7813
37.0,73.0,1.0,1589,3.2605,12.111,12.7374,6.8865,8.0678,50.7813
37.0,72.0,3.0,1589,7.0556,4.3066,1.7185,3.0033,9.3628,50.7813
37.0,72.0,2.0,1589,18.7372,15.2723,21.4172,12.6415,10.7263,50.7813
37.0,74.0,2.0,1589,25.0804,12.3739,0.6134,1.0946,7.7282,50.7813
37.0,66.0,3.0,1589,-3.4672,-1.3574,-3.3519,-3.8197,3.2853,50.7813
37.0,66.0,2.0,1589,11.5917,9.95,13.3185,14.2745,29.4136,50.7813
37.0,66.0,1.0,1589,16.5566,13.5326,8.9017,8.7829,13.0165,50.7813
37.0,5.0,2.0,1589,1.5943,0.7085,1.7762,1.0768,8.4711,50.7813
37.0,5.0,1.0,1589,3.1071,-1.9998,-2.1578,-2.0121,-0.1663,50.7813
37.0,59.0,3.0,1589,27.9912,26.2929,25.1176,38.1454,26.218,50.7813
37.0,59.0,2.0,1589,12.7479,12.4727,9.9059,13.2504,15.4108,50.7813
37.0,59.0,1.0,1589,4.3649,6.4434,-1.7393,-9.5941,-25.0426,50.7813
37.0,58.0,3.0,1589,-17.4552,-8.6921,-8.1528,2.3755,-8.8085,50.7813
37.0,5.0,3.0,1589,-8.1867,-5.9442,-7.275,-9.0673,-7.692,50.7813
37.0,58.0,2.0,1589,8.7344,11.5619,11.8824,4.1049,10.2332,50.7813
37.0,57.0,3.0,1589,-3.0562,5.5575,4.861,2.1038,9.2858,50.7813
