subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
38.0,100.0,1.0,1589,9.4413,6.5694,2.0785,6.0226,6.3654,50.7813
38.0,71.0,3.0,1589,-24.4201,-27.1571,-25.411,-19.5508,-30.1123,50.7813
38.0,71.0,2.0,1589,-22.1364,-17.5589,-18.7341,-2.2233,7.6986,50.7813
38.0,71.0,1.0,1589,8.828,4.1827,4.7857,11.701,5.4138,50.7813
38.0,70.0,3.0,1589,-6.3538,-8.2078,-15.9168,-27.146,-36.2166,50.7813
38.0,70.0,2.0,1589,-23.2624,-18.4859,-11.7148,-5.1417,1.6356,50.7813
38.0,70.0,1.0,1589,-1.9352,-3.6118,3.886,3.1137,1.1552,50.7813
38.0,72.0,1.0,1589,-8.771,-6.0726,-2.7257,-1.1506,1.577,50.7813
38.0,6.0,3.0,1589,-8.0349,-6.1594,-6.9537,7.5066,8.5214,50.7813
38.0,6.0,1.0,1589,2.9609,2.1038,1.9498,2.6284,-1.5902,50.7813
38.0,69.0,3.0,1589,-26.9183,-22.2073,-20.5895,-11.846,-17.04,50.7813
38.0,69.0,2.0,1589,-7.4458,-6.8225,-0.9902,5.1427,10.9997,50.7813
38.0,69.0,1.0,1589,4.9908,3.0831,-0.1569,0.5579,5.8494,50.7813
38.0,68.0,3.0,1589,-5.4794,-1.5681,5.7705,9.2953,14.981,50.7813
38.0,68.0,2.0,1589,-8.9658,-2.1567,1.3362,7.7917,14.702,50.7813
38.0,6.0,2.0,1589,-11.9365,-19.0036,-21.0511,-14.7828,-22.3438,50.7813
38.0,68.0,1.0,1589,18.1102,14.9798,9.1691,10.0402,8.6059,50.7813
38.0,72.0,2.0,1589,-4.4074,-0.1356,-2.5615,-1.8324,-5.4154,50.7813
38.0,73.0,1.0,1589,-15.014,-13.7195,-13.5982,-6.5205,-12.2307,50.7813
38.0,77.0,3.0,1589,-21.1026,-15.8043,-10.3754,-10.1888,-5.0378,50.7813
38.0,77.0,2.0,1589,-21.385,-24.9279,-25.1383,-21.4641,-25.1976,50.7813
38.0,77.0,1.0,1589,-10.0707,-14.4038,-11.6106,-5.5823,-10.5616,50.7813
38.0,76.0,3.0,1589,-4.9201,0.2024,6.4166,7.1806,-1.8159,50.7813
38.0,76.0,2.0,1589,-1.2613,3.3617,-0.7014,-3.6053,1.8829,50.7813
38.0,76.0,1.0,1589,12.5235,12.6052,13.304,7.5737,11.8358,50.7813
38.0,72.0,3.0,1589,1.5242,10.6501,5.9645,4.6499,2.4679,50.7813
38.0,75.0,3.0,1589,-2.9181,-2.4393,4.9225,11.8129,14.9868,50.7813
38.0,75.0,1.0,1589,7.0162,6.4023,7.0924,7.548,-0.1481,50.7813
38.0,74.0,3.0,1589,-32.9921,-23.9617,-12.7594,-9.1193,-10.709,50.7813
38.0,74.0,2.0,1589,13.2284,12.598,7.5888,-2.0891,-2.8641,50.7813
38.0,74.0,1.0,1589,-28.155,-25.4053,-17.8339,-7.5242,-4.6673,50.7813
38.0,73.0,3.0,1589,9.3562,22.0763,34.0996,33.1809,39.8434,50.7813
38.0,73.0,2.0,1589,-21.0932,-25.207,-20.6357,-11.8487,-5.0796,50.7813
38.0,75.0,2.0,1589,-2.4691,-11.7288,-10.8942,-7.6068,-10.9541,50.7813
38.0,67.0,3.0,1589,-5.5932,-0.2083,6.9578,8.9719,0.152,50.7813
38.0,67.0,2.0,1589,14.231,10.3221,14.3301,17.5488,26.3741,50.7813
38.0,67.0,1.0,1589,3.9828,16.4452,19.4788,15.5465,12.173,50.7813
38.0,60.0,2.0,1589,16.3696,13.2291,11.3987,8.1795,10.0756,50.7813
38.0,60.0,1.0,1589,-1.9898,-2.2372,10.2926,4.9321,1.417,50.7813
38.0,5.0,3.0,1589,-16.296,-17.0312,-10.874,-5.2134,-7.0782,50.7813
38.0,5.0,2.0,1589,-2.1913,-0.3529,7.7335,16.4134,25.6843,50.7813
38.0,5.0,1.0,1589,-5.2223,-3.2511,-0.6159,-7.2891,-8.103,50.7813
38.0,59.0,3.0,1589,-11.2055,3.9159,11.0902,15.401,23.5609,50.7813
38.0,60.0,3.0,1589,3.4921,7.1394,10.4431,7.1166,1.1295,50.7813
38.0,59.0,2.0,1589,10.8334,20.281,20.7337,10.3713,7.8861,50.7813
38.0,58.0,3.0,1589,-7.045,-2.6753,5.1323,1.6775,-2.363,50.7813
38.0,58.0,2.0,1589,-10.7041,-8.0676,-0.8155,6.3443,14.175,50.7813
38.0,58.0,1.0,1589,-6.3162,-9.7078,-3.271,-8.9287,-6.9559,50.7813
38.0,57.0,3.0,1589,-4.1216,-0.9351,10.5192,12.9854,24.4911,50.7813
38.0,57.0,2.0,1589,-2.9768,-4.3142,-2.5276,4.2184,2.3323,50.7813
38.0,57.0,1.0,1589,-16.1005,-9.6771,-5.7252,-6.6553,3.467,50.7813
38.0,59.0,1.0,1589,-7.6764,-3.4579,-10.0306,-12.8826,-13.8484,50.7813
38.0,61.0,1.0,1589,-5.0619,-3.5473,-9.717,-9.4712,-11.5886,50.7813
38.0,61.0,2.0,1589,-0.3369,0.5533,-3.3689,-9.1873,-6.8495,50.7813
38.0,61.0,3.0,1589,-4.3563,-0.3864,-4.0987,-3.9988,-6.1666,50.7813
38.0,66.0,3.0,1589,-1.7621,1.3251,11.6439,22.3352,36.6634,50.7813
38.0,66.0,2.0,1589,3.235,10.3151,10.9107,12.9137,29.4012,50.7813
38.0,66.0,1.0,1589,17.1169,13.4838,12.1149,8.434,8.5895,50.7813
38.0,65.0,3.0,1589,16.2905,17.481,20.7633,23.1934,33.5703,50.7813
38.0,65.0,2.0,1589,-5.5286,-6.6951,-1.8665,-5.7053,-2.8066,50.7813
38.0,65.0,1.0,1589,5.7045,8.2805,12.0741,2.646,3.4003,50.7813
38.0,64.0,3.0,1589,20.2448,19.0383,24.4421,25.1477,26.2408,50.7813
38.0,64.0,2.0,1589,-17.9958,-17.3431,-24.4359,-16.5965,-14.1827,50.7813
38.0,64.0,1.0,1589,8.216,11.4861,11.2262,12.9599,13.5779,50.7813
38.0,63.0,3.0,1589,-5.9937,5.6639,9.6996,4.4614,3.4952,50.7813
38.0,63.0,2.0,1589,-1.2537,-1.7431,-5.1713,-6.931,-13.742,50.7813
38.0,63.0,1.0,1589,6.3084,12.9739,15.5436,7.8472,15.6941,50.7813
38.0,62.0,3.0,1589,-8.4908,-10.7272,-3.953,1.1752,2.4743,50.7813
38.0,62.0,2.0,1589,6.0762,4.46,8.5451,9.763,11.1998,50.7813
38.0,62.0,1.0,1589,-4.2331,-5.2272,-11.7446,-8.056,-11.4876,50.7813
38.0,78.0,2.0,1589,-16.4907,0.7283,4.5689,3.027,-0.7178,50.7813
38.0,56.0,3.0,1589,-3.7721,-0.1902,2.9029,6.5289,12.0988,50.7813
38.0,78.0,3.0,1589,7.1565,15.0332,24.2386,16.2625,15.1565,50.7813
38.0,79.0,2.0,1589,-19.5259,-24.6252,-20.7233,-3.7504,0.6505,50.7813
38.0,94.0,2.0,1589,9.4613,14.1694,9.5029,-3.0271,-8.5322,50.7813
38.0,94.0,1.0,1589,-10.1772,-1.921,0.9632,5.3253,5.6418,50.7813
38.0,93.0,3.0,1589,8.9354,7.9672,2.8935,0.6759,-4.3858,50.7813
38.0,93.0,2.0,1589,-4.8652,-7.4533,-1.4029,3.4041,11.4692,50.7813
38.0,93.0,1.0,1589,-31.2999,-27.7443,-15.5994,-12.5268,-6.9606,50.7813
38.0,92.0,3.0,1589,-10.6624,-9.4522,-9.1812,-11.111,-5.6178,50.7813
38.0,94.0,3.0,1589,-9.393,-11.4224,-10.7459,1.214,11.7093,50.7813
38.0,92.0,2.0,1589,19.9918,27.0574,21.0509,18.6427,12.745,50.7813
38.0,91.0,3.0,1589,-37.7932,-31.9314,-20.5586,-9.8393,-10.9199,50.7813
38.0,91.0,2.0,1589,1.3713,-2.1341,2.937,9.4764,16.4087,50.7813
38.0,91.0,1.0,1589,-13.0983,-6.4643,1.0505,9.095,17.3516,50.7813
38.0,90.0,3.0,1589,0.7702,1.9389,1.7891,3.7504,9.5675,50.7813
38.0,90.0,2.0,1589,12.8213,14.8664,17.4494,6.8859,1.7421,50.7813
38.0,90.0,1.0,1589,2.1975,3.6119,9.2969,8.8398,5.4205,50.7813
38.0,92.0,1.0,1589,-11.6379,-10.2544,-0.7857,-0.4727,3.1035,50.7813
38.0,8.0,3.0,1589,13.7382,12.5527,10.3638,4.8886,-2.2821,50.7813
38.0,95.0,1.0,1589,3.9382,7.3457,5.203,11.9934,17.3617,50.7813
38.0,95.0,3.0,1589,-6.1453,-4.455,0.2482,0.3578,0.8166,50.7813
38.0,9.0,3.0,1589,-16.4844,-22.3335,-6.5756,-6.6782,-4.844,50.7813
38.0,9.0,2.0,1589,-5.8596,-4.4432,3.8491,3.0322,8.6438,50.7813
38.0,9.0,1.0,1589,-16.7551,-10.6873,-4.3214,-2.3868,3.8536,50.7813
38.0,99.0,3.0,1589,22.7318,18.8551,16.4985,10.8714,1.8048,50.7813
38.0,99.0,1.0,1589,7.1899,0.0911,7.1303,2.8016,1.0496,50.7813
38.0,98.0,3.0,1589,-1.5046,-0.095,3.4738,-1.2722,0.012,50.7813
38.0,95.0,2.0,1589,0.7519,7.9438,11.5687,11.4044,25.6626,50.7813
38.0,98.0,2.0,1589,-14.2057,-16.0312,-13.6443,-11.9053,-11.0597,50.7813
38.0,97.0,3.0,1589,-13.8268,-9.4721,-6.5942,-0.9112,1.2979,50.7813
38.0,97.0,2.0,1589,2.3744,-2.2579,-5.6596,1.1082,5.0624,50.7813
38.0,97.0,1.0,1589,-9.2355,-16.1675,-5.2341,0.4129,4.0266,50.7813
38.0,96.0,3.0,1589,11.9927,5.0683,7.3338,5.1448,6.0609,50.7813
38.0,96.0,2.0,1589,-1.9657,-3.3295,-7.9113,-6.4682,-11.7881,50.7813
38.0,96.0,1.0,1589,-4.6737,1.6556,5.5033,-0.6058,2.4813,50.7813
38.0,98.0,1.0,1589,-22.9805,-26.5642,-27.6707,-23.0478,-21.3553,50.7813
38.0,8.0,2.0,1589,1.444,-0.7197,-14.7105,-23.4585,-29.5906,50.7813
38.0,8.0,1.0,1589,-4.5786,-4.7609,0.274,11.6117,23.2944,50.7813
38.0,89.0,3.0,1589,2.8267,6.8982,13.1968,18.5901,23.4469,50.7813
38.0,83.0,1.0,1589,-7.1852,-5.1485,-0.2963,-2.7318,-2.2764,50.7813
38.0,82.0,3.0,1589,2.4877,4.0169,6.626,3.442,-0.3487,50.7813
38.0,82.0,2.0,1589,19.5077,-2.5783,1.3188,-4.4478,-6.4749,50.7813
38.0,82.0,1.0,1589,24.4351,26.3179,25.5838,9.469,-2.701,50.7813
38.0,81.0,3.0,1589,-0.9439,-1.4754,-4.2875,-3.1393,4.4973,50.7813
38.0,81.0,2.0,1589,-8.9207,-8.9995,3.5533,7.4519,15.2192,50.7813
38.0,83.0,2.0,1589,4.8136,0.1703,2.7579,5.2874,6.4291,50.7813
38.0,81.0,1.0,1589,-4.3442,-6.1555,-0.817,-3.3069,4.4661,50.7813
38.0,80.0,2.0,1589,-25.486,-19.8011,-15.1323,-5.8546,5.271,50.7813
38.0,80.0,1.0,1589,-4.6861,-5.6718,12.1511,17.1233,21.0475,50.7813
38.0,7.0,3.0,1589,-16.6812,-11.6379,-8.207,-4.2458,-0.8183,50.7813
38.0,7.0,2.0,1589,3.1431,10.8305,11.8154,10.4473,18.4646,50.7813
38.0,7.0,1.0,1589,-3.9676,4.8905,4.4647,-9.6626,-7.2387,50.7813
38.0,79.0,3.0,1589,-0.3703,1.0557,10.3187,16.258,24.4111,50.7813
38.0,80.0,3.0,1589,-16.7349,-11.6064,-5.3756,-3.3144,2.9621,50.7813
38.0,83.0,3.0,1589,-18.6009,-18.0779,-16.5893,-17.3979,-12.2406,50.7813
38.0,84.0,1.0,1589,-14.2171,-5.5941,-8.748,-8.9148,-7.894,50.7813
38.0,84.0,2.0,1589,-0.3619,7.5156,2.9907,-5.6642,-11.2772,50.7813
38.0,89.0,2.0,1589,5.0229,9.6708,21.6479,18.9939,15.0586,50.7813
38.0,89.0,1.0,1589,-3.3948,-0.8635,-1.1923,1.6852,1.8691,50.7813
38.0,88.0,3.0,1589,-21.915,-20.1417,-13.9492,-9.0525,-11.116,50.7813
38.0,88.0,2.0,1589,16.0616,13.5592,9.1443,2.0459,7.4275,50.7813
38.0,88.0,1.0,1589,-14.8323,-11.9724,-0.3437,5.7231,6.6505,50.7813
38.0,87.0,3.0,1589,-1.414,0.5971,-4.6483,-10.1596,-23.8505,50.7813
38.0,87.0,2.0,1589,-0.8431,-4.2689,-9.3566,-9.1432,-15.5361,50.7813
38.0,87.0,1.0,1589,-13.3291,-12.9083,-6.5117,-4.9531,1.3024,50.7813
38.0,86.0,3.0,1589,7.3673,4.3076,2.2351,-2.4985,-2.0874,50.7813
38.0,86.0,2.0,1589,6.5096,11.1279,19.2628,14.5788,25.2269,50.7813
38.0,86.0,1.0,1589,-19.4866,-19.0523,-6.371,13.7779,22.2198,50.7813
38.0,85.0,3.0,1589,0.7103,1.8878,3.9152,7.2134,3.663,50.7813
38.0,85.0,2.0,1589,-8.7766,-13.995,-2.4734,3.7318,9.788,50.7813
38.0,85.0,1.0,1589,0.4367,-3.0142,-5.1361,-3.0404,-1.3819,50.7813
38.0,84.0,3.0,1589,-10.752,-12.9745,-5.1026,-5.8457,-5.8468,50.7813
38.0,79.0,1.0,1589,-10.9159,-13.5023,-9.1026,-2.0708,2.7423,50.7813
38.0,56.0,2.0,1589,-1.2863,3.2104,3.5084,3.9025,4.3896,50.7813
38.0,78.0,1.0,1589,-20.1668,-22.7477,-30.2336,-27.9144,-38.8822,50.7813
38.0,55.0,3.0,1589,2.7113,4.1175,8.5338,9.6276,4.3384,50.7813
38.0,25.0,2.0,1589,4.4105,3.2102,-0.2097,-0.134,2.6294,50.7813
38.0,25.0,1.0,1589,-38.7738,-36.7759,-30.5798,-16.7733,-13.775,50.7813
38.0,24.0,3.0,1589,-1.0407,5.0719,-1.9644,-10.4519,-19.2352,50.7813
38.0,24.0,2.0,1589,15.4548,20.6191,25.6183,22.1503,28.0708,50.7813
38.0,24.0,1.0,1589,-11.7209,-18.331,-13.6454,-8.7421,-8.9029,50.7813
38.0,23.0,3.0,1589,-10.3046,-3.6882,-2.3055,0.7279,3.1381,50.7813
38.0,25.0,3.0,1589,-19.3048,-13.7502,-7.6821,-5.7462,-1.7782,50.7813
