subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
45.0,100.0,1.0,1589,21.407,17.7233,7.6583,5.6657,1.9293,50.7813
45.0,71.0,2.0,1589,7.9358,15.699,18.4987,21.9849,21.1471,50.7813
45.0,71.0,1.0,1589,13.0437,11.5725,9.956,3.6262,4.1684,50.7813
45.0,70.0,3.0,1589,21.2565,26.312,28.4847,29.6033,21.8765,50.7813
45.0,70.0,2.0,1589,8.8826,9.2361,14.4061,10.0386,9.5783,50.7813
45.0,70.0,1.0,1589,6.7868,6.8391,3.4414,-3.937,-10.5143,50.7813
45.0,6.0,3.0,1589,0.7817,1.7057,7.166,-3.3953,2.6029,50.7813
45.0,71.0,3.0,1589,0.95,1.5472,1.4771,0.4318,9.8787,50.7813
45.0,6.0,2.0,1589,-4.8112,-0.6981,3.1434,6.6278,5.2056,50.7813
45.0,69.0,3.0,1589,-4.0763,-3.727,-4.8858,-7.4899,-6.4598,50.7813
45.0,69.0,2.0,1589,17.677,19.3203,18.2253,20.9721,26.4422,50.7813
45.0,69.0,1.0,1589,11.7079,6.8612,-0.1766,-4.1893,-3.4546,50.7813
45.0,68.0,3.0,1589,15.8443,18.7233,14.9702,10.5848,6.8871,50.7813
45.0,68.0,2.0,1589,25.2393,22.0638,15.4793,11.7178,9.9707,50.7813
45.0,68.0,1.0,1589,-9.1075,-6.7202,-11.5091,-5.3187,-5.1198,50.7813
45.0,6.0,1.0,1589,-20.3936,-20.802,-17.4889,-16.4091,-13.717,50.7813
45.0,67.0,3.0,1589,14.1349,14.4406,12.7485,11.1032,10.3938,50.7813
45.0,72.0,1.0,1589,-1.5474,-3.7083,-3.5439,-6.6592,-8.5693,50.7813
45.0,72.0,3.0,1589,16.64,19.2543,23.9859,23.2703,24.1681,50.7813
45.0,77.0,2.0,1589,3.651,9.3795,6.8286,6.3932,1.5373,50.7813
45.0,77.0,1.0,1589,21.9198,20.6654,21.6879,23.6329,20.7576,50.7813
45.0,76.0,3.0,1589,-8.7279,-5.4818,-6.2223,-4.9053,-2.7474,50.7813
45.0,76.0,2.0,1589,-5.6453,-3.6244,2.0079,8.4484,13.8176,50.7813
45.0,76.0,1.0,1589,-18.3488,-5.3322,8.8977,18.9646,19.3953,50.7813
45.0,75.0,3.0,1589,3.6843,4.8327,2.2623,5.8491,9.7592,50.7813
45.0,72.0,2.0,1589,-7.6685,-9.6476,-8.2272,-5.3942,-2.5892,50.7813
45.0,75.0,2.0,1589,1.0668,2.404,5.2898,6.9959,10.8613,50.7813
45.0,74.0,3.0,1589,3.0748,5.0285,1.3066,-1.6793,-2.8787,50.7813
45.0,74.0,2.0,1589,2.4587,-5.0888,-1.2472,-2.8014,-0.6246,50.7813
45.0,74.0,1.0,1589,-1.3466,1.9471,-1.0943,3.4823,4.7962,50.7813
45.0,73.0,3.0,1589,3.6916,6.7773,4.0781,5.6394,-1.4816,50.7813
45.0,73.0,2.0,1589,17.2678,15.8754,9.0901,-0.0317,-10.5898,50.7813
45.0,73.0,1.0,1589,10.2277,13.6152,11.9309,12.6356,14.6064,50.7813
45.0,75.0,1.0,1589,35.8407,32.4944,21.861,2.6627,-7.8673,50.7813
45.0,78.0,1.0,1589,-1.8128,-3.4678,-2.9224,-1.0899,-0.5539,50.7813
45.0,67.0,2.0,1589,-15.6282,-22.0304,-25.2953,-26.551,-25.8229,50.7813
45.0,66.0,3.0,1589,-26.9848,-25.2694,-20.0267,-13.745,-9.8617,50.7813
45.0,60.0,2.0,1589,-21.2043,-22.5669,-24.3417,-22.8113,-16.674,50.7813
45.0,60.0,1.0,1589,-3.5788,-9.4036,-9.4901,-13.3069,-10.4448,50.7813
45.0,5.0,3.0,1589,25.8842,24.6359,25.0907,26.2049,27.032,50.7813
45.0,5.0,2.0,1589,-18.6106,-21.2924,-22.031,-19.243,-18.53,50.7813
45.0,5.0,1.0,1589,-21.7268,-17.7812,-9.219,-0.5269,3.5799,50.7813
45.0,59.0,3.0,1589,-12.3854,-8.9855,-12.6357,-10.8788,-6.1837,50.7813
45.0,60.0,3.0,1589,-7.3612,-9.1285,-11.0425,-12.6766,-17.715,50.7813
45.0,59.0,2.0,1589,-3.5222,-10.4145,-12.5895,-13.295,-8.5592,50.7813
45.0,58.0,2.0,1589,-11.8171,-11.2637,-10.5664,-6.3137,1.3604,50.7813
