subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
23.0,100.0,1.0,1589,-6.0272,-11.6032,-2.3721,-1.7592,1.808,50.7813
23.0,6.0,3.0,1589,-9.3479,-10.4369,-9.5991,-9.9217,-10.5917,50.7813
23.0,6.0,2.0,1589,0.2957,-3.3909,-1.0707,1.4845,3.9982,50.7813
23.0,6.0,1.0,1589,-0.1323,-0.7975,5.6632,9.8117,12.5631,50.7813
23.0,69.0,3.0,1589,-2.3814,-0.3847,-1.4535,-3.3214,-6.4411,50.7813
23.0,69.0,2.0,1589,-3.9689,-1.6067,-2.5886,-0.8938,1.7859,50.7813
23.0,69.0,1.0,1589,1.1665,0.9981,-5.9845,0.6593,-3.4297,50.7813
23.0,70.0,1.0,1589,19.4996,27.0664,31.7183,31.7454,27.0359,50.7813
23.0,68.0,3.0,1589,-4.6899,-5.4477,-1.8173,-7.5737,-13.7219,50.7813
23.0,68.0,1.0,1589,-3.7221,-7.8805,-3.6608,-2.6562,-6.1453,50.7813
23.0,67.0,3.0,1589,-8.3579,-4.1416,4.7082,12.5074,17.4845,50.7813
23.0,67.0,2.0,1589,-2.4729,-1.4834,-5.8279,-10.7591,-17.1658,50.7813
23.0,67.0,1.0,1589,-7.4242,-11.4064,-14.6322,-15.2776,-15.1364,50.7813
23.0,66.0,3.0,1589,-18.1223,-15.2706,-10.7275,-4.9486,-0.7119,50.7813
23.0,66.0,2.0,1589,-10.0127,-14.2997,-13.2871,-12.2241,-12.8554,50.7813
23.0,68.0,2.0,1589,-2.6239,-4.8479,-6.961,-4.172,-5.7539,50.7813
23.0,66.0,1.0,1589,-7.7513,-11.6218,-9.3082,-8.3239,-6.9263,50.7813
23.0,70.0,2.0,1589,14.486,17.5728,28.3307,33.9226,37.7514,50.7813
23.0,71.0,1.0,1589,6.1083,3.8635,-0.2989,1.0982,3.4289,50.7813
23.0,76.0,1.0,1589,17.0598,17.5699,11.6226,8.6005,10.5506,50.7813
23.0,75.0,3.0,1589,-14.1932,-14.6011,-11.6151,-9.0192,-4.628,50.7813
23.0,75.0,1.0,1589,-5.4245,-5.3731,-1.3044,1.9975,2.9932,50.7813
23.0,74.0,3.0,1589,6.1458,5.4435,2.9365,-4.8951,-7.2543,50.7813
23.0,74.0,2.0,1589,7.2653,8.071,6.8365,2.4636,2.1981,50.7813
23.0,74.0,1.0,1589,8.6082,15.5985,17.1681,17.5264,15.7463,50.7813
23.0,70.0,3.0,1589,10.9068,7.5203,15.6965,21.6265,20.0363,50.7813
23.0,73.0,3.0,1589,1.0992,-0.5256,-1.9644,-0.9353,-3.4757,50.7813
23.0,73.0,1.0,1589,20.0119,19.0818,11.838,8.3289,3.9323,50.7813
23.0,72.0,3.0,1589,-3.8507,-1.4519,-5.3172,-4.8133,-3.6498,50.7813
23.0,72.0,2.0,1589,-3.4364,-1.7052,0.1915,-2.0417,-2.5577,50.7813
23.0,72.0,1.0,1589,-10.5806,-4.761,-9.442,-9.1285,-6.9382,50.7813
23.0,71.0,3.0,1589,-11.7614,-15.8858,-23.0929,-26.152,-26.5676,50.7813
23.0,71.0,2.0,1589,0.216,2.9975,3.2865,2.2052,2.163,50.7813
23.0,73.0,2.0,1589,10.0975,11.4381,7.0345,3.4297,0.8528,50.7813
23.0,76.0,2.0,1589,-6.4217,-6.3594,-9.1516,-9.1779,-10.3261,50.7813
23.0,65.0,3.0,1589,6.6007,6.7584,11.0304,10.2925,8.3692,50.7813
23.0,64.0,3.0,1589,-0.4115,2.2283,1.2125,4.6896,8.0836,50.7813
23.0,59.0,1.0,1589,3.6085,1.1749,2.3057,2.2162,3.3072,50.7813
23.0,58.0,3.0,1589,0.4694,-1.6216,4.7028,4.7201,8.7312,50.7813
23.0,58.0,2.0,1589,11.6403,11.7931,13.9296,14.7211,16.2561,50.7813
23.0,58.0,1.0,1589,2.7046,5.1707,7.8108,9.9036,10.058,50.7813
23.0,57.0,3.0,1589,-7.112,-11.3773,-10.8368,-9.4512,-9.9341,50.7813
23.0,57.0,2.0,1589,-6.4974,-9.9625,-4.5011,6.5184,10.5554,50.7813
23.0,59.0,2.0,1589,5.3906,1.0193,7.6633,7.4445,6.8023,50.7813
23.0,57.0,1.0,1589,-10.4176,-10.6056,-9.6532,-3.9123,1.2152,50.7813
23.0,56.0,2.0,1589,8.0808,9.3994,10.2822,9.4419,7.8718,50.7813
23.0,56.0,1.0,1589,6.3935,4.9565,3.0248,1.9575,1.4006,50.7813
23.0,55.0,3.0,1589,-14.4154,-20.9247,-21.2981,-9.7361,-9.509,50.7813
23.0,55.0,1.0,1589,1.1801,3.6946,3.1022,10.8478,16.6996,50.7813
23.0,54.0,3.0,1589,-8.1887,-12.7524,-10.9166,-8.3479,-2.6668,50.7813
23.0,54.0,1.0,1589,0.2279,5.2706,3.535,4.0103,6.686,50.7813
23.0,56.0,3.0,1589,8.3493,14.2307,13.7697,13.0966,15.0781,50.7813
23.0,65.0,1.0,1589,-7.3821,-10.0019,-13.7942,-10.877,-10.4381,50.7813
23.0,59.0,3.0,1589,2.5045,1.3801,3.1449,1.2408,2.2091,50.7813
23.0,5.0,2.0,1589,1.6931,4.1057,2.2899,-0.4887,0.5076,50.7813
23.0,64.0,1.0,1589,-0.9443,-5.7907,5.0416,4.3177,5.3366,50.7813
23.0,63.0,3.0,1589,1.6289,5.3951,5.1823,8.1495,11.3522,50.7813
23.0,63.0,2.0,1589,-8.6562,-7.8765,-7.5217,-9.0384,-12.5581,50.7813
23.0,63.0,1.0,1589,-5.0154,-7.5603,-13.2004,-22.0764,-30.2398,50.7813
23.0,62.0,3.0,1589,-14.0177,-17.4761,-15.3471,-6.4657,-9.6988,50.7813
23.0,62.0,2.0,1589,5.2385,6.8215,2.3698,-5.1859,-8.7432,50.7813
23.0,5.0,1.0,1589,-1.1356,-7.4603,-7.936,-6.3394,-2.7252,50.7813
