subject,trial,condition,sample,Fz,FCz,Cz,CPz,Pz, time_ms
56.0,100.0,1.0,1589,-14.5677,-14.8285,-14.9579,-17.445,-15.6115,50.7813
56.0,71.0,1.0,1589,-9.2742,-11.4493,-18.6658,-14.1417,-15.8286,50.7813
56.0,70.0,3.0,1589,-16.1127,-16.9753,-13.1568,-4.9843,-7.6971,50.7813
56.0,70.0,2.0,1589,-17.2666,-16.4642,-13.8114,-15.2464,-10.5286,50.7813
56.0,70.0,1.0,1589,-12.4029,-12.4297,-14.0314,-11.7596,-10.1525,50.7813
56.0,6.0,3.0,1589,10.5067,18.8511,10.0629,15.0622,10.8769,50.7813
56.0,6.0,2.0,1589,6.6624,9.943,11.4337,7.7746,10.6711,50.7813
56.0,71.0,2.0,1589,8.1048,11.2837,1.4105,10.4498,13.0917,50.7813
56.0,6.0,1.0,1589,2.6431,-2.7092,2.0502,7.8842,7.9538,50.7813
56.0,69.0,2.0,1589,-9.8393,-10.259,-5.5843,-13.5827,-18.089,50.7813
56.0,69.0,1.0,1589,-8.7892,-4.0725,-3.7384,-7.2894,-5.7192,50.7813
56.0,68.0,3.0,1589,-11.9831,-11.5941,-9.8229,-5.5425,-6.6173,50.7813
56.0,68.0,2.0,1589,4.7696,4.6795,3.0106,2.7295,-1.4969,50.7813
56.0,68.0,1.0,1589,-12.8292,-14.351,-7.1231,-2.9175,-5.6352,50.7813
56.0,67.0,3.0,1589,-5.5182,-4.6781,-4.3038,-10.5117,-5.7551,50.7813
56.0,69.0,3.0,1589,-1.6056,0.859,5.3699,12.2076,12.3231,50.7813
56.0,67.0,2.0,1589,-9.8237,-9.6525,-9.2773,-6.8402,-5.637,50.7813
56.0,71.0,3.0,1589,23.1407,24.0034,23.1707,22.9278,26.6997,50.7813
56.0,72.0,2.0,1589,6.9754,6.7941,14.5342,18.9075,25.4799,50.7813
56.0,77.0,2.0,1589,-14.1778,-9.8657,-13.7848,-5.7497,1.9573,50.7813
56.0,77.0,1.0,1589,-7.8562,-11.8671,-14.2731,-5.2103,1.3149,50.7813
56.0,76.0,3.0,1589,-7.516,-9.6628,-5.6382,-3.3507,-0.8024,50.7813
56.0,76.0,2.0,1589,-10.6679,-10.4925,-7.4706,-2.1854,-2.4639,50.7813
56.0,76.0,1.0,1589,2.2047,4.2937,5.1718,-3.6582,-5.7001,50.7813
56.0,75.0,3.0,1589,-1.5095,-8.3567,-8.936,-2.5964,-7.659,50.7813
56.0,72.0,1.0,1589,-19.5429,-17.7254,-13.1791,-7.9481,-6.7727,50.7813
56.0,75.0,2.0,1589,-22.365,-20.3458,-19.544,-18.9174,-14.685,50.7813
56.0,74.0,3.0,1589,-2.5097,-7.9109,-11.343,-17.0209,-20.6897,50.7813
56.0,74.0,2.0,1589,-16.8948,-13.952,-22.1968,-10.3425,-9.5405,50.7813
56.0,74.0,1.0,1589,17.6941,22.8641,11.6085,13.9844,12.6985,50.7813
56.0,73.0,3.0,1589,-7.5918,-11.7687,-18.0741,-11.2292,-4.9628,50.7813
56.0,73.0,2.0,1589,-15.0479,-16.0105,-17.0244,-18.9001,-19.8642,50.7813
56.0,73.0,1.0,1589,-11.4195,-16.8481,-15.9723,-14.5901,-14.7615,50.7813
56.0,75.0,1.0,1589,-0.6002,-0.3315,-5.7071,-6.8474,-6.655,50.7813
56.0,78.0,1.0,1589,8.4837,4.8784,15.4219,12.1987,13.1171,50.7813
56.0,67.0,1.0,1589,0.9965,-1.2977,-1.1719,1.2437,-0.6697,50.7813
56.0,66.0,2.0,1589,-9.889,-5.3802,-10.8721,-14.2122,-6.9597,50.7813
56.0,5.0,2.0,1589,10.8153,12.9751,12.768,4.9028,2.5305,50.7813
56.0,5.0,1.0,1589,-12.1726,-11.5623,-9.3522,-12.6328,-9.2645,50.7813
56.0,59.0,3.0,1589,-13.9354,-17.1679,-13.3403,-23.2647,-18.127,50.7813
56.0,59.0,2.0,1589,8.2327,8.9989,10.2418,7.6308,7.0182,50.7813
56.0,59.0,1.0,1589,5.5278,4.4433,0.2278,0.6664,0.541,50.7813
56.0,58.0,3.0,1589,-2.8408,-5.2689,-4.1698,-7.8798,-10.3916,50.7813
56.0,5.0,3.0,1589,22.2438,27.3828,26.7918,23.3701,17.2221,50.7813
56.0,58.0,2.0,1589,4.0583,8.2772,13.8901,17.9845,22.1977,50.7813
56.0,57.0,3.0,1589,-13.6183,-13.5923,-9.7246,-3.1041,1.2345,50.7813
56.0,57.0,2.0,1589,-16.773,-12.6616,-11.254,-11.8216,-9.2533,50.7813
56.0,57.0,1.0,1589,-27.5362,-25.584,-25.7212,-24.6715,-26.5017,50.7813
56.0,56.0,3.0,1589,-1.4786,-3.6677,-3.1568,-1.4396,-4.0148,50.7813
56.0,56.0,2.0,1589,-5.2457,-2.3669,-0.9545,-9.9516,-6.4846,50.7813
56.0,56.0,1.0,1589,-6.3751,-5.3257,-2.8061,-1.6814,-2.7168,50.7813
56.0,58.0,1.0,1589,7.2887,9.0078,5.5727,9.1892,10.2484,50.7813
56.0,66.0,3.0,1589,11.1202,13.0809,6.0734,5.4605,4.8374,50.7813
56.0,60.0,1.0,1589,-8.8345,-19.5239,-12.4209,-16.2403,-14.2064,50.7813
56.0,60.0,3.0,1589,-5.6459,-4.8518,-2.8319,-3.78,-0.6199,50.7813
56.0,66.0,1.0,1589,-7.6017,-8.0142,-6.6097,0.0558,4.4227,50.7813
56.0,65.0,3.0,1589,-12.5806,-15.4616,-15.0726,-9.0928,-4.5769,50.7813
56.0,65.0,2.0,1589,-2.0685,-8.2559,10.0367,3.3689,3.3664,50.7813
56.0,65.0,1.0,1589,-7.6555,-9.1357,-13.0106,-9.9644,-5.5928,50.7813
56.0,64.0,3.0,1589,-20.1934,-14.5628,-12.3495,-14.3775,-9.7313,50.7813
56.0,64.0,2.0,1589,30.1614,34.0572,32.4493,34.6246,33.592,50.7813
56.0,60.0,2.0,1589,-2.867,-4.0289,-4.9107,-6.2088,-6.859,50.7813
56.0,64.0,1.0,1589,-3.4905,-3.5648,-7.0809,-14.7558,-10.4147,50.7813
56.0,63.0,2.0,1589,0.0468,10.1488,8.4026,17.7876,28.4223,50.7813
56.0,62.0,3.0,1589,-23.8761,-28.3714,-30.9797,-30.5004,-30.0796,50.7813
56.0,62.0,2.0,1589,-8.3751,-1.8584,-2.6378,-1.5104,1.4071,50.7813
56.0,61.0,3.0,1589,-14.7956,-20.8606,-14.9267,-9.245,-10.5729,50.7813
56.0,61.0,2.0,1589,16.8393,18.8869,16.2135,9.0597,4.8817,50.7813
56.0,61.0,1.0,1589,-19.0336,-21.472,-20.9267,-11.6956,-6.6486,50.7813
56.0,63.0,3.0,1589,4.3129,-1.4348,-1.6288,-4.0603,-4.4549,50.7813
56.0,55.0,3.0,1589,-0.5838,1.2435,14.0505,6.7154,10.4376,50.7813
56.0,78.0,2.0,1589,21.4185,24.0282,24.9517,15.5777,11.8532,50.7813
56.0,79.0,1.0,1589,-13.7585,-11.8846,-18.7712,-7.9849,-9.1502,50.7813
56.0,94.0,2.0,1589,8.8116,7.5973,11.5784,16.6142,17.5576,50.7813
56.0,94.0,1.0,1589,10.4607,6.4585,3.7297,7.122,11.3046,50.7813
56.0,93.0,3.0,1589,-20.1782,-16.718,-24.7275,-19.1869,-15.609,50.7813
56.0,93.0,2.0,1589,-4.385,-7.2486,-5.3105,-11.7052,-16.0626,50.7813
56.0,93.0,1.0,1589,10.4884,11.7551,6.0829,8.0269,8.8519,50.7813
56.0,92.0,3.0,1589,-1.7547,1.3859,-8.0651,-10.17,-3.7895,50.7813
56.0,94.0,3.0,1589,5.9864,4.5057,1.7315,1.1926,3.7741,50.7813
56.0,92.0,2.0,1589,11.3338,1.947,5.3058,-1.8875,1.5218,50.7813
56.0,91.0,3.0,1589,-1.5182,0.6464,3.614,8.0875,4.4015,50.7813
56.0,91.0,2.0,1589,5.9334,0.5786,5.4051,7.1488,8.0881,50.7813
56.0,91.0,1.0,1589,11.1816,9.5936,13.4366,8.5153,5.9976,50.7813
56.0,90.0,3.0,1589,15.1685,10.5588,10.6406,15.0544,10.5593,50.7813
56.0,90.0,2.0,1589,-9.8607,-10.8337,-0.1916,-3.6016,3.9138,50.7813
56.0,90.0,1.0,1589,-2.4584,-6.7466,-12.2653,-11.422,-6.4575,50.7813
56.0,92.0,1.0,1589,-23.5526,-23.5663,-22.7728,-28.4407,-29.2742,50.7813
56.0,8.0,2.0,1589,-32.9661,-28.5136,-36.3357,-34.6896,-31.4728,50.7813
56.0,95.0,1.0,1589,-11.9357,-9.8969,-11.5089,-8.6449,-6.5795,50.7813
56.0,95.0,3.0,1589,2.6485,0.6485,9.7973,2.1322,0.5256,50.7813
56.0,9.0,3.0,1589,-3.3708,-0.1389,-6.9404,-4.7649,-2.6311,50.7813
56.0,9.0,2.0,1589,-23.6281,-23.3121,-15.6545,-16.615,-10.0498,50.7813
56.0,9.0,1.0,1589,-4.6092,1.4951,-0.3659,-1.4688,6.3236,50.7813
56.0,99.0,3.0,1589,-7.3986,-1.5117,-3.7452,-4.9276,-1.3408,50.7813
56.0,99.0,1.0,1589,6.5009,-2.0293,-0.9434,-3.4297,-4.0788,50.7813
56.0,98.0,3.0,1589,-5.7295,-0.5057,-4.8113,-3.9604,-4.3606,50.7813
56.0,95.0,2.0,1589,-2.0312,1.0583,-12.6322,-5.5871,-13.5677,50.7813
56.0,98.0,2.0,1589,-0.2436,9.1086,13.1218,10.3229,9.4237,50.7813
56.0,97.0,3.0,1589,-9.1934,-7.0407,-8.5711,5.6689,15.3849,50.7813
56.0,97.0,2.0,1589,-4.9388,2.0012,1.9514,6.4378,5.9657,50.7813
56.0,97.0,1.0,1589,-11.556,-11.7504,-8.4107,-5.6974,-2.904,50.7813
56.0,96.0,3.0,1589,-16.6059,-21.6825,-28.6011,-26.2341,-24.1435,50.7813
56.0,96.0,2.0,1589,-2.7245,-2.7324,3.7592,6.4778,8.809,50.7813
56.0,96.0,1.0,1589,0.0034,3.8923,-2.6675,9.4456,14.9328,50.7813
56.0,98.0,1.0,1589,2.9507,4.6964,0.0803,-3.8101,-3.967,50.7813
56.0,78.0,3.0,1589,1.5191,5.9837,5.2377,3.6266,2.6829,50.7813
56.0,8.0,1.0,1589,19.6539,24.7907,21.3037,15.3536,7.4707,50.7813
56.0,89.0,2.0,1589,-9.5217,-4.929,-11.9891,3.7994,7.5714,50.7813
56.0,82.0,3.0,1589,1.7967,-1.6384,10.7712,2.4375,0.4712,50.7813
56.0,82.0,2.0,1589,-6.6564,-7.2387,-5.5968,-8.9987,-7.5723,50.7813
56.0,82.0,1.0,1589,23.5133,21.7322,26.4685,24.6701,18.9461,50.7813
56.0,81.0,3.0,1589,11.5646,11.4605,5.0026,-2.1827,-4.503,50.7813
56.0,81.0,2.0,1589,-1.261,-4.9558,-7.0228,-1.9303,-0.8403,50.7813
56.0,81.0,1.0,1589,-6.3081,2.498,1.1588,6.659,10.2824,50.7813
56.0,83.0,1.0,1589,-5.1556,-5.7856,-3.9128,2.3421,5.2636,50.7813
56.0,80.0,3.0,1589,-11.6367,-8.2915,-5.0287,-1.1838,5.4007,50.7813
56.0,80.0,1.0,1589,9.3932,8.1431,10.7733,13.0215,14.4707,50.7813
56.0,7.0,3.0,1589,8.4358,9.5841,12.0328,6.4579,11.7788,50.7813
56.0,7.0,2.0,1589,7.898,8.7358,17.5409,13.525,11.8513,50.7813
56.0,7.0,1.0,1589,6.4913,0.747,-3.5329,3.0851,4.3176,50.7813
56.0,79.0,3.0,1589,3.9104,-7.9352,-0.1961,-1.0449,-0.8919,50.7813
56.0,79.0,2.0,1589,15.8466,10.3333,14.2599,15.3939,9.4431,50.7813
56.0,80.0,2.0,1589,8.1886,9.1844,1.0945,0.9838,-2.3825,50.7813
56.0,89.0,3.0,1589,-7.9405,-2.4187,2.5647,1.1165,7.5651,50.7813
56.0,83.0,2.0,1589,2.1874,-12.8404,-3.3827,-5.2277,-9.0423,50.7813
56.0,84.0,1.0,1589,-7.9437,-3.8889,-1.6918,4.8613,8.7815,50.7813
56.0,89.0,1.0,1589,-4.1904,-2.8874,-11.6065,-5.1567,-8.2758,50.7813
56.0,88.0,3.0,1589,-12.2076,-15.7344,-8.0237,-7.3797,-5.5795,50.7813
56.0,88.0,2.0,1589,3.1942,8.2358,4.5167,-0.2595,-9.9263,50.7813
56.0,88.0,1.0,1589,-19.5626,-20.0578,-18.1516,-24.6958,-27.0891,50.7813
56.0,87.0,3.0,1589,-23.8386,-25.5367,-20.8138,-8.9797,-11.3834,50.7813
56.0,87.0,2.0,1589,10.54,7.2586,8.2118,0.761,-6.0208,50.7813
56.0,83.0,3.0,1589,-10.6819,-7.2639,-12.081,-17.9791,-14.8079,50.7813
56.0,87.0,1.0,1589,20.062,10.6105,10.2203,8.6999,1.4391,50.7813
56.0,86.0,2.0,1589,1.1963,-4.0423,-3.4116,1.433,5.8423,50.7813
56.0,86.0,1.0,1589,-21.7259,-21.3945,-23.23,-24.8779,-23.8371,50.7813
56.0,85.0,3.0,1589,-1.4926,-0.6016,9.286,13.7699,19.0687,50.7813
56.0,85.0,2.0,1589,-13.2313,-17.2892,-8.3137,-15.3733,-16.0738,50.7813
56.0,84.0,3.0,1589,2.9712,-0.2046,-1.1186,1.0253,-2.0199,50.7813
56.0,84.0,2.0,1589,-0.6807,-1.8712,-11.3234,-9.7311,-11.3262,50.7813
56.0,86.0,3.0,1589,7.839,5.1947,9.953,8.8525,10.3446,50.7813
56.0,55.0,2.0,1589,-8.2921,-5.7431,-15.9775,-15.1889,-14.791,50.7813
56.0,77.0,3.0,1589,-17.8068,-13.4755,-15.771,-11.767,-5.327,50.7813
56.0,54.0,3.0,1589,10.3031,13.6488,9.3536,9.991,2.7555,50.7813
56.0,25.0,2.0,1589,-2.9821,-1.9643,-0.3028,1.5471,-0.3043,50.7813
56.0,25.0,1.0,1589,1.711,4.394,9.2187,9.8267,14.92,50.7813
56.0,24.0,3.0,1589,9.3075,8.1533,15.0184,10.776,13.7367,50.7813
56.0,24.0,2.0,1589,-16.4059,-16.3662,-17.2816,-17.6769,-14.9052,50.7813
56.0,24.0,1.0,1589,-3.7758,-1.3812,3.5455,-2.5456,-2.6474,50.7813
56.0,23.0,3.0,1589,-16.439,-18.4087,-17.4641,-12.5132,-12.2415,50.7813
56.0,25.0,3.0,1589,2.9512,8.121,9.5246,10.6026,8.623,50.7813
56.0,23.0,2.0,1589,0.0894,5.1037,1.0235,1.6387,3.4755,50.7813
56.0,22.0,3.0,1589,12.2496,9.8906,8.2071,5.2397,9.3349,50.7813
56.0,22.0,2.0,1589,-3.1073,-3.5541,-5.7542,0.9974,-2.0501,50.7813
56.0,22.0,1.0,1589,3.8853,3.4758,2.2873,5.6658,6.7394,50.7813
56.0,21.0,3.0,1589,2.9879,-5.5727,2.1111,-8.176,-8.4377,50.7813
56.0,21.0,2.0,1589,-3.3647,-12.2198,-6.3201,-9.3498,-8.4023,50.7813
56.0,21.0,1.0,1589,-17.8166,-18.7506,-21.5559,-22.5453,-15.0048,50.7813
56.0,23.0,1.0,1589,2.8363,-0.8463,-2.3875,1.6335,-0.7918,50.7813
56.0,20.0,3.0,1589,25.7556,17.042,27.6396,19.7668,18.0697,50.7813
56.0,26.0,2.0,1589,0.3187,3.0734,8.1193,12.0207,10.283,50.7813
56.0,27.0,1.0,1589,-15.5981,-19.1784,-17.9121,-14.3218,-10.8629,50.7813
56.0,30.0,3.0,1589,0.4796,-6.5834,-7.2865,-10.1713,-16.402,50.7813
56.0,30.0,2.0,1589,-8.5073,-3.6817,-0.9892,1.3401,4.8413,50.7813
56.0,30.0,1.0,1589,5.0175,11.1867,7.9809,1.6378,1.8578,50.7813
56.0,2.0,3.0,1589,-6.6541,-4.6216,-4.9974,1.055,8.4474,50.7813
56.0,2.0,2.0,1589,-6.705,-5.3942,-7.5036,-2.1924,0.8876,50.7813
56.0,2.0,1.0,1589,-0.4538,-5.1904,-2.0271,-4.1844,-4.1025,50.7813
56.0,26.0,3.0,1589,-6.648,-12.5655,-9.7446,-2.9335,0.9969,50.7813
56.0,29.0,3.0,1589,11.08,13.5652,7.29,1.6759,2.2223,50.7813
56.0,29.0,1.0,1589,-11.7267,-13.6973,-15.1733,-5.3893,-7.8415,50.7813
56.0,28.0,3.0,1589,22.1915,17.4038,19.0975,16.8613,22.344,50.7813
56.0,28.0,2.0,1589,-10.7337,-4.2987,-7.9915,-7.1853,2.446,50.7813
56.0,28.0,1.0,1589,10.5086,8.8918,13.362,15.2321,15.0588,50.7813
56.0,27.0,3.0,1589,-13.4472,-15.7432,-19.2152,-15.6219,-17.6266,50.7813
56.0,27.0,2.0,1589,-9.3802,-9.5918,-9.7001,-13.2056,-13.9032,50.7813
56.0,29.0,2.0,1589,-7.688,-8.2745,-13.7664,-17.0487,-13.4998,50.7813
56.0,31.0,1.0,1589,12.9253,10.1035,17.4408,12.9573,17.1385,50.7813
56.0,20.0,2.0,1589,-28.2014,-23.0619,-15.8832,-19.4237,-16.0241,50.7813
56.0,1.0,3.0,1589,2.8934,-8.4927,-9.7949,-1.2125,-6.9242,50.7813
56.0,14.0,2.0,1589,11.9153,-1.5974,0.2539,7.4994,4.7339,50.7813
56.0,13.0,3.0,1589,-4.2726,-0.2988,3.3188,12.5745,9.9681,50.7813
56.0,13.0,2.0,1589,-11.8891,-8.4353,2.4454,-2.564,0.1143,50.7813
56.0,13.0,1.0,1589,-3.454,0.9863,2.638,1.243,2.5583,50.7813
56.0,12.0,3.0,1589,-3.6048,-0.112,2.4211,2.042,-0.3278,50.7813
56.0,12.0,2.0,1589,-1.5735,-3.2028,-5.158,-0.4281,1.6738,50.7813
56.0,14.0,3.0,1589,14.9166,12.9895,10.1865,13.3441,14.7278,50.7813
56.0,12.0,1.0,1589,-20.4924,-23.4493,-20.2577,-19.6236,-20.2112,50.7813
56.0,11.0,2.0,1589,9.0571,6.6016,4.6078,7.7462,8.231,50.7813
56.0,11.0,1.0,1589,3.246,-0.9878,-1.1773,-6.0421,-7.194,50.7813
56.0,10.0,3.0,1589,-3.4519,3.8276,3.7457,3.2381,3.6105,50.7813
56.0,10.0,2.0,1589,2.7346,-5.0677,0.0283,0.9239,0.6744,50.7813
56.0,10.0,1.0,1589,24.2883,35.1917,26.481,29.0447,28.0781,50.7813
56.0,55.0,1.0,1589,-4.3453,-7.6684,-8.4269,-9.8544,-8.2566,50.7813
56.0,11.0,3.0,1589,2.1164,2.951,2.4605,2.3165,6.5446,50.7813
56.0,20.0,1.0,1589,-4.9656,-9.2276,-18.373,-11.3476,-7.6051,50.7813
56.0,15.0,1.0,1589,11.2101,11.4501,7.062,10.1453,8.1677,50.7813
56.0,15.0,3.0,1589,12.0628,15.2921,14.7976,9.3521,7.9044,50.7813
56.0,1.0,2.0,1589,9.5342,6.0835,8.9374,10.7779,12.584,50.7813
56.0,1.0,1.0,1589,7.9178,8.428,7.3084,5.0202,5.5916,50.7813
56.0,19.0,3.0,1589,-3.5751,-5.5787,-0.6345,-2.4927,1.7049,50.7813
56.0,19.0,2.0,1589,-10.4977,-8.4748,-9.4545,-2.9412,4.332,50.7813
56.0,19.0,1.0,1589,-6.2541,-8.1766,-5.6863,-4.6504,-5.5248,50.7813
56.0,18.0,3.0,1589,-1.2419,6.9897,-4.2146,-5.6881,-5.3055,50.7813
56.0,15.0,2.0,1589,-11.7949,-9.606,-17.3274,-9.3163,-7.8727,50.7813
56.0,18.0,2.0,1589,-3.2992,-3.0523,-6.4017,-10.1795,-13.7339,50.7813
56.0,17.0,3.0,1589,-4.191,1.174,-8.7544,-2.0928,-4.3548,50.7813
56.0,17.0,2.0,1589,17.6278,7.1998,-1.7119,5.9377,2.2533,50.7813
56.0,17.0,1.0,1589,1.7848,-0.728,-6.4447,-1.6114,-1.2989,50.7813
56.0,16.0,3.0,1589,-6.8774,-4.6099,-1.3152,0.8169,-2.9032,50.7813
56.0,16.0,2.0,1589,10.7332,7.4193,7.0038,8.5155,13.5481,50.7813
56.0,16.0,1.0,1589,-9.8729,-8.6428,-9.1232,-7.4618,-1.8222,50.7813
56.0,18.0,1.0,1589,8.9373,4.0846,7.0052,-0.1646,-7.3549,50.7813
56.0,31.0,2.0,1589,5.5187,-0.6126,0.9829,-4.2039,-5.3628,50.7813
56.0,100.0,3.0,1589,-9.4416,-9.2238,-2.506,-5.6143,-4.4839,50.7813
56.0,32.0,1.0,1589,-5.3456,-7.3231,-5.2989,-9.8335,-5.8054,50.7813
56.0,48.0,1.0,1589,-4.3995,-6.8272,-12.4508,-4.4752,-2.6246,50.7813
56.0,47.0,3.0,1589,3.8489,5.2926,9.1146,17.6007,17.6273,50.7813
56.0,47.0,2.0,1589,-0.3158,-1.1521,3.386,4.1854,9.2891,50.7813
56.0,47.0,1.0,1589,-17.4689,-16.817,-17.997,-8.4233,-3.5773,50.7813
56.0,46.0,3.0,1589,8.345,8.4054,6.8877,10.7181,5.4238,50.7813
56.0,46.0,2.0,1589,-6.562,-9.288,-9.1608,-13.971,-18.7825,50.7813
56.0,48.0,2.0,1589,-2.6343,0.9465,5.5826,3.6667,7.0147,50.7813
56.0,46.0,1.0,1589,4.0454,2.9487,8.1447,9.2966,9.9348,50.7813
56.0,45.0,2.0,1589,12.4211,10.3125,5.748,0.6266,-0.7537,50.7813
56.0,45.0,1.0,1589,-0.8486,-8.8111,-5.3948,-15.207,-16.9431,50.7813
56.0,44.0,3.0,1589,-4.4862,-6.3757,-9.7727,2.712,-4.9491,50.7813
56.0,44.0,2.0,1589,3.3427,2.1043,0.8965,0.7592,2.1721,50.7813
56.0,44.0,1.0,1589,8.866,3.392,2.7389,6.8273,4.5962,50.7813
56.0,43.0,3.0,1589,3.0098,-1.9735,6.1974,-0.6768,1.2158,50.7813
56.0,45.0,3.0,1589,-18.5813,-15.6815,-23.6287,-3.2442,-3.2808,50.7813
56.0,43.0,2.0,1589,-0.4868,-0.8287,5.0364,5.8547,6.899,50.7813
56.0,48.0,3.0,1589,9.2229,9.4381,13.0409,10.3565,10.439,50.7813
