subject,trial,condition,sample,Pz,CPz,Fz,FCz,Cz
63.0,100.0,1.0,1587.0,3.2659,-0.7979,9.0139,-0.0927,0.1305
63.0,100.0,1.0,1588.0,3.3191,-1.1339,10.8769,2.0827,0.7332
63.0,100.0,1.0,1589.0,3.4416,-0.3726,11.4847,3.288,0.5162
63.0,100.0,1.0,1590.0,1.9936,-0.3706,11.2874,4.2767,0.8713
63.0,100.0,1.0,1591.0,-2.6282,-4.0178,9.5517,3.2159,-1.1997
63.0,100.0,1.0,1592.0,-4.8079,-6.1119,6.8963,0.3599,-3.6111
63.0,100.0,1.0,1593.0,-5.7163,-6.9097,4.4175,-2.7477,-5.8942
63.0,100.0,1.0,1594.0,-6.3546,-7.2133,3.3967,-2.2014,-6.3612
63.0,100.0,1.0,1595.0,-6.3626,-6.4764,4.0896,-1.038,-5.1799
63.0,100.0,1.0,1596.0,-5.5569,-5.3958,2.3235,-2.9541,-5.288
63.0,100.0,1.0,1597.0,-5.3196,-5.4667,-0.2242,-3.8521,-5.4541
63.0,100.0,1.0,1598.0,-5.438,-6.6202,-2.409,-3.6912,-6.4064
63.0,100.0,1.0,1599.0,-3.6378,-6.1215,-2.4127,-2.4298,-5.6003
63.0,100.0,1.0,1600.0,-1.2599,-3.9439,-1.1164,-1.423,-3.7289
63.0,100.0,1.0,1601.0,-0.6513,-2.8514,-1.1251,-1.764,-2.7308
63.0,100.0,1.0,1602.0,-0.9509,-3.0952,0.7341,-0.6414,-2.3751
63.0,100.0,1.0,1603.0,-3.0143,-4.6443,-0.3866,-2.1986,-4.3099
63.0,100.0,1.0,1604.0,-6.6564,-8.0135,-3.2967,-3.9841,-7.1771
63.0,100.0,1.0,1605.0,-7.9503,-8.9529,-5.3408,-4.5303,-7.8123
63.0,100.0,1.0,1606.0,-8.8449,-9.7644,-7.4019,-5.4913,-7.9726
63.0,100.0,1.0,1607.0,-10.1516,-10.2413,-9.1506,-8.2693,-9.7042
63.0,100.0,1.0,1608.0,-11.1948,-10.9651,-11.1505,-9.8461,-10.6876
63.0,100.0,1.0,1609.0,-12.3961,-11.6872,-11.8401,-11.7933,-11.942
63.0,100.0,1.0,1610.0,-12.2561,-11.0593,-10.6998,-12.6917,-11.8241
63.0,100.0,1.0,1611.0,-11.5852,-9.3525,-9.5901,-11.7641,-10.3499
63.0,100.0,1.0,1612.0,-12.8114,-9.7981,-8.8925,-12.4057,-10.2448
63.0,100.0,1.0,1613.0,-13.8897,-10.9599,-9.4151,-12.665,-10.8208
63.0,100.0,1.0,1614.0,-13.7679,-11.216,-10.1351,-10.8775,-10.4644
63.0,100.0,1.0,1615.0,-12.4968,-9.2912,-9.4414,-9.4162,-9.0186
63.0,100.0,1.0,1616.0,-9.8486,-5.2579,-6.9142,-8.1354,-6.3244
63.0,100.0,1.0,1617.0,-8.9678,-4.687,-6.2774,-7.0842,-5.2805
63.0,100.0,1.0,1618.0,-8.6585,-4.8485,-4.9202,-5.3668,-4.183
63.0,100.0,1.0,1619.0,-8.0109,-3.3979,-1.81,-3.3517,-1.8062
63.0,100.0,1.0,1620.0,-8.2417,-3.7974,-2.9852,-4.4639,-2.243
63.0,100.0,1.0,1621.0,-8.179,-4.61,-5.5661,-5.5335,-3.9516
63.0,100.0,1.0,1622.0,-7.4953,-5.3112,-7.1275,-7.1255,-5.077
