subject,trial,condition,sample,Pz,CPz,Fz,FCz,Cz
36.0,100.0,1.0,1587.0,16.4301,6.3298,-0.4808,-1.477,-1.0308
36.0,100.0,1.0,1588.0,16.5426,7.2811,0.1437,0.323,0.2395
36.0,100.0,1.0,1589.0,17.0448,8.5943,0.1007,-0.4813,0.2687
36.0,100.0,1.0,1590.0,17.238,8.363,-1.2219,-3.0121,-1.3347
36.0,100.0,1.0,1591.0,16.3343,6.5788,-2.5015,-4.7235,-2.5287
36.0,100.0,1.0,1592.0,14.133,4.2872,-3.7349,-6.1051,-4.8101
36.0,100.0,1.0,1593.0,12.8618,3.0691,-4.7811,-7.2472,-6.6169
36.0,100.0,1.0,1594.0,13.7036,2.8906,-5.8408,-7.9677,-6.4839
36.0,100.0,1.0,1595.0,13.9637,3.4052,-5.7165,-7.4336,-6.0181
36.0,100.0,1.0,1596.0,12.6534,2.0129,-6.449,-9.2646,-7.7662
36.0,100.0,1.0,1597.0,11.8239,2.0289,-6.0419,-8.7032,-7.5659
36.0,100.0,1.0,1598.0,13.2609,4.1052,-5.8893,-9.0483,-7.0487
36.0,100.0,1.0,1599.0,14.1806,5.3291,-4.8927,-7.4829,-5.0196
36.0,100.0,1.0,1600.0,14.0443,4.2246,-4.3654,-8.129,-5.6928
36.0,100.0,1.0,1601.0,13.8012,3.7831,-3.7635,-7.7666,-6.0072
36.0,100.0,1.0,1602.0,14.0325,5.8755,-3.4047,-7.5905,-4.9566
36.0,100.0,1.0,1603.0,14.4026,6.6164,-2.9394,-6.961,-4.234
36.0,100.0,1.0,1604.0,14.4903,7.1382,-2.4446,-5.6698,-3.3931
36.0,100.0,1.0,1605.0,13.3308,6.4927,-3.0945,-5.5686,-4.1349
36.0,100.0,1.0,1606.0,10.8393,4.982,-4.3572,-6.6274,-5.1141
36.0,100.0,1.0,1607.0,7.9808,1.9568,-6.8975,-9.6706,-7.6045
36.0,100.0,1.0,1608.0,6.8807,1.0552,-7.9442,-9.5849,-7.3993
36.0,100.0,1.0,1609.0,6.1922,0.9256,-6.3981,-7.9735,-6.5374
36.0,100.0,1.0,1610.0,5.9393,0.2611,-6.254,-7.8772,-6.7628
36.0,100.0,1.0,1611.0,6.1651,0.2741,-7.0859,-8.0863,-6.8079
36.0,100.0,1.0,1612.0,6.9342,0.5333,-7.4642,-8.5756,-6.7988
36.0,100.0,1.0,1613.0,6.3377,0.2438,-7.7471,-9.5686,-7.8019
36.0,100.0,1.0,1614.0,5.1475,0.0774,-7.3015,-8.6085,-7.5412
36.0,100.0,1.0,1615.0,3.5763,-2.0309,-7.2191,-8.7736,-8.363
36.0,100.0,1.0,1616.0,1.5774,-4.6595,-8.5772,-11.3696,-10.6686
36.0,100.0,1.0,1617.0,1.3274,-4.1774,-9.3383,-13.0409,-10.6082
36.0,100.0,1.0,1618.0,1.9202,-3.1719,-8.4115,-11.3536,-8.4288
36.0,100.0,1.0,1619.0,0.2043,-3.5952,-7.8631,-9.8189,-7.2095
36.0,100.0,1.0,1620.0,-0.2333,-5.4135,-7.5914,-9.191,-6.9518
36.0,100.0,1.0,1621.0,-1.1627,-7.3513,-7.3164,-8.1059,-6.6631
