subject,trial,condition,sample,Pz,CPz,Fz,FCz,Cz
49.0,100.0,1.0,1587.0,10.3157,9.6094,-1.6895,-3.7089,2.1647
49.0,100.0,1.0,1588.0,12.5261,11.3334,1.9219,-0.9877,4.9335
49.0,100.0,1.0,1589.0,12.9362,11.9312,3.9594,0.7557,5.3947
49.0,100.0,1.0,1590.0,12.3455,11.8883,4.9772,1.1423,5.3611
49.0,100.0,1.0,1591.0,12.6153,11.5404,6.2511,1.4264,5.8252
49.0,100.0,1.0,1592.0,8.937,9.3565,4.146,0.4037,4.9168
49.0,100.0,1.0,1593.0,7.438,8.2172,1.9988,0.3284,3.6449
49.0,100.0,1.0,1594.0,10.2154,10.8002,4.2624,2.0971,6.1053
49.0,100.0,1.0,1595.0,9.5601,9.7784,4.3322,1.2267,4.9691
49.0,100.0,1.0,1596.0,8.1712,8.2198,4.2166,1.0844,4.0414
49.0,100.0,1.0,1597.0,8.9967,9.1027,7.0452,2.3602,5.8851
49.0,100.0,1.0,1598.0,8.6047,8.4588,7.0449,1.3836,5.2478
49.0,100.0,1.0,1599.0,6.8905,6.6359,4.902,-0.0931,3.6318
49.0,100.0,1.0,1600.0,6.652,6.5141,4.3953,0.182,2.943
49.0,100.0,1.0,1601.0,4.4544,3.9453,1.6318,-3.5723,-0.4808
49.0,100.0,1.0,1602.0,2.2596,1.9369,-0.7893,-5.8491,-2.5373
49.0,100.0,1.0,1603.0,0.486,1.5328,-1.8979,-6.6497,-3.3872
49.0,100.0,1.0,1604.0,-2.8766,-1.0785,-4.5536,-9.2534,-6.2081
49.0,100.0,1.0,1605.0,-1.2775,-0.2299,-3.4303,-7.9478,-5.5343
49.0,100.0,1.0,1606.0,-0.3661,0.5009,-3.0381,-7.0356,-4.9831
49.0,100.0,1.0,1607.0,-0.6231,-0.317,-5.7226,-8.3722,-6.4085
49.0,100.0,1.0,1608.0,0.0256,-0.0847,-6.9139,-9.004,-7.2533
49.0,100.0,1.0,1609.0,-1.1886,-0.7519,-7.6149,-10.3381,-7.1763
49.0,100.0,1.0,1610.0,0.3161,0.9498,-5.3159,-8.8073,-4.7669
49.0,100.0,1.0,1611.0,3.5048,3.5835,-3.2748,-6.9943,-2.6925
49.0,100.0,1.0,1612.0,4.771,4.1026,-4.2342,-7.8058,-3.0677
49.0,100.0,1.0,1613.0,5.2578,4.439,-4.2928,-6.2438,-4.0836
49.0,100.0,1.0,1614.0,5.258,5.689,-1.8674,-4.5487,-1.9815
49.0,100.0,1.0,1615.0,7.8724,8.3862,1.2353,-2.3122,0.8937
49.0,100.0,1.0,1616.0,9.621,9.7152,2.2327,-0.1285,2.0261
49.0,100.0,1.0,1617.0,10.6309,11.0656,3.5431,0.4796,3.4365
49.0,100.0,1.0,1618.0,13.1171,11.771,3.5797,-0.7002,1.7787
49.0,100.0,1.0,1619.0,10.751,8.4008,-0.4664,-4.9031,-2.4143
49.0,100.0,1.0,1620.0,10.1323,7.7037,-1.1574,-5.5731,-3.558
49.0,100.0,1.0,1621.0,11.3011,8.2644,-0.7444,-5.0962,-3.4426
49.0,100.0,1.0,1622.0,10.3266,7.0479,-2.8081,-6.5821,-4.1419
49.0,100.0,1.0,1623.0,10.0082,6.4179,-5.3775,-7.2061,-5.3725
49.0,100.0,1.0,1624.0,10.4172,7.1665,-5.7489,-6.6707,-4.7184
49.0,100.0,1.0,1625.0,10.7612,8.5567,-3.012,-5.6309,-2.3322
49.0,100.0,1.0,1626.0,13.5568,11.83,-0.1514,-1.9346,0.9397
49.0,100.0,1.0,1627.0,17.0096,14.3544,1.8147,1.279,3.4193
49.0,100.0,1.0,1628.0,18.3859,14.6765,1.0799,2.4272,3.5654
49.0,100.0,1.0,1629.0,17.972,15.1528,1.8528,4.342,4.5876
49.0,100.0,1.0,1630.0,16.8432,14.4732,2.6442,3.512,4.2582
49.0,100.0,1.0,1631.0,15.972,14.4805,2.7318,3.6128,4.9064
49.0,100.0,1.0,1632.0,15.7599,15.4779,3.8698,5.6131,7.1273
49.0,100.0,1.0,1633.0,15.1381,15.4502,3.8931,6.0915,7.3266
49.0,100.0,1.0,1634.0,14.9189,15.7485,4.4822,5.9363,7.458
49.0,100.0,1.0,1635.0,14.092,15.3328,4.8943,6.1742,7.2695
49.0,100.0,1.0,1636.0,12.532,13.5193,3.0937,4.2149,4.5532
49.0,100.0,1.0,1637.0,12.7288,13.8801,2.9896,4.8363,5.0831
49.0,100.0,1.0,1638.0,15.7122,16.8793,6.515,8.5769,10.2136
49.0,100.0,1.0,1639.0,18.5014,19.3515,10.6054,10.6799,13.4998
49.0,100.0,1.0,1640.0,19.6318,20.2008,10.854,10.8573,13.5527
49.0,100.0,1.0,1641.0,18.2233,19.2854,8.3543,9.9711,12.5779
49.0,100.0,1.0,1642.0,16.5159,18.2934,7.7909,9.7851,12.7804
49.0,100.0,1.0,1643.0,15.6115,17.36,8.3,10.4248,13.1633
49.0,100.0,1.0,1644.0,12.2891,13.9979,4.4606,7.5291,9.9111
49.0,100.0,1.0,1645.0,14.2598,16.3231,7.2879,10.4335,13.2624
49.0,100.0,1.0,1646.0,16.1475,19.2151,10.9407,14.4502,16.7863
49.0,100.0,1.0,1647.0,17.7977,20.8723,13.9386,17.1077,19.2106
49.0,100.0,1.0,1648.0,17.262,20.625,14.2575,17.0094,19.2233
49.0,100.0,1.0,1649.0,18.0462,21.9619,14.3879,17.5907,19.3409
49.0,100.0,1.0,1650.0,18.9265,22.2425,14.8239,17.7118,19.1527
49.0,100.0,1.0,1651.0,20.5314,23.4608,16.2756,19.0918,20.0271
49.0,100.0,1.0,1652.0,21.2104,24.3166,17.9819,18.4823,21.867
49.0,100.0,1.0,1653.0,18.0565,20.8325,14.3338,14.8639,17.742
49.0,100.0,1.0,1654.0,17.4893,19.483,13.3479,13.9893,16.4873
49.0,100.0,1.0,1655.0,18.1091,20.1671,12.8827,14.6782,17.8183
49.0,100.0,1.0,1656.0,20.8885,23.1605,15.0991,17.5283,19.9367
49.0,100.0,1.0,1657.0,22.8912,25.3571,17.9861,20.6545,21.1689
49.0,100.0,1.0,1658.0,24.159,26.6188,20.7989,23.0385,22.7306
49.0,100.0,1.0,1659.0,26.7236,28.0031,22.2933,24.4127,23.861
49.0,100.0,1.0,1660.0,28.4946,29.1035,23.0829,24.5961,24.7729
49.0,100.0,1.0,1661.0,28.496,29.4167,21.5923,24.0758,24.6835
49.0,100.0,1.0,1662.0,26.6029,27.7186,18.1162,22.9112,22.4137
49.0,100.0,1.0,1663.0,23.4252,24.5185,14.0641,19.6425,19.1519
49.0,100.0,1.0,1664.0,23.2553,24.3631,13.5875,17.5722,18.9786
49.0,100.0,1.0,1665.0,22.648,22.8076,10.9004,15.4344,16.8932
49.0,100.0,1.0,1666.0,22.4221,23.2199,11.0079,16.53,17.6663
49.0,100.0,1.0,1667.0,22.6594,24.281,12.6821,17.7068,19.1799
49.0,100.0,1.0,1668.0,23.615,24.3183,13.1376,15.8978,18.4681
49.0,100.0,1.0,1669.0,26.2429,26.0705,14.2784,16.184,18.9844
49.0,100.0,1.0,1670.0,26.9537,26.2372,14.4405,16.5471,18.1608
49.0,100.0,1.0,1671.0,25.9153,25.5737,14.018,16.5098,18.1339
49.0,100.0,1.0,1672.0,26.244,25.5219,14.309,16.4494,19.5164
49.0,100.0,1.0,1673.0,27.711,26.8568,15.9536,19.0035,21.3947
49.0,100.0,1.0,1674.0,28.0543,28.0503,17.1166,21.1829,23.5521
49.0,100.0,1.0,1675.0,25.9653,26.385,15.5997,21.0496,21.8396
49.0,100.0,1.0,1676.0,25.8861,25.7733,16.4198,19.8073,21.4631
49.0,100.0,1.0,1677.0,24.238,24.5683,15.6775,17.0338,20.414
49.0,100.0,1.0,1678.0,20.8502,22.4812,12.9408,14.6245,17.538
49.0,100.0,1.0,1679.0,19.9084,21.3273,10.5332,13.1891,15.7745
49.0,100.0,1.0,1680.0,21.0284,22.0137,10.3234,11.7059,16.1538
49.0,100.0,1.0,1681.0,22.8013,23.6903,11.9434,12.2563,17.4238
49.0,100.0,1.0,1682.0,24.9839,26.1466,15.8102,16.5629,19.8397
49.0,100.0,1.0,1683.0,27.7154,28.6586,19.4718,21.2262,23.2875
49.0,100.0,1.0,1684.0,27.5251,28.3842,17.9134,19.319,22.6249
49.0,100.0,1.0,1685.0,28.5074,28.9427,17.4999,18.6849,21.7402
49.0,100.0,1.0,1686.0,29.981,30.2777,19.13,20.1541,22.6908
49.0,100.0,1.0,1687.0,28.7369,29.2531,18.1901,18.6577,22.2009
49.0,100.0,1.0,1688.0,28.7097,29.9678,19.0971,21.489,21.6564
49.0,100.0,1.0,1689.0,27.7383,28.2396,16.8687,20.5059,18.8137
49.0,100.0,1.0,1690.0,26.5904,27.9946,16.7456,20.7528,19.1552
49.0,100.0,1.0,1691.0,27.2482,30.5485,20.5169,24.363,23.7035
49.0,100.0,1.0,1692.0,29.6904,32.6376,24.9039,28.3597,27.094
49.0,100.0,1.0,1693.0,28.5811,30.9168,24.5695,27.3381,25.8661
49.0,100.0,1.0,1694.0,26.1351,28.9773,23.6057,25.9335,24.7418
49.0,100.0,1.0,1695.0,28.2115,31.8998,27.2851,29.5626,27.9956
49.0,100.0,1.0,1696.0,28.5427,32.6715,29.5455,31.2114,29.58
49.0,100.0,1.0,1697.0,25.6761,30.8296,28.297,29.8812,28.0478
49.0,100.0,1.0,1698.0,26.4712,31.7166,30.867,31.6843,29.529
49.0,100.0,1.0,1699.0,25.9869,31.6667,31.6669,32.8992,30.5255
49.0,100.0,1.0,1700.0,22.8921,29.0716,28.3001,31.7824,29.6287
49.0,100.0,1.0,1701.0,20.6464,26.6463,26.899,29.4962,27.8403
49.0,100.0,1.0,1702.0,17.1847,23.3978,23.3633,25.4532,23.0891
49.0,100.0,1.0,1703.0,14.7657,20.3811,20.2346,22.1981,20.0319
49.0,100.0,1.0,1704.0,14.89,19.7758,19.6537,20.6386,19.7986
49.0,100.0,1.0,1705.0,15.7133,20.8057,21.0308,21.9184,20.7264
49.0,100.0,1.0,1706.0,15.3306,21.8389,22.0931,23.8278,21.4411
49.0,100.0,1.0,1707.0,16.4325,22.9533,23.083,24.0295,22.5142
49.0,100.0,1.0,1708.0,19.0526,25.6657,25.477,24.8611,24.1325
49.0,100.0,1.0,1709.0,20.8502,27.5523,26.4359,25.3176,25.12
49.0,100.0,1.0,1710.0,21.6684,27.8162,26.0274,25.1673,25.4456
49.0,100.0,1.0,1711.0,21.622,27.5475,24.9215,25.1388,25.0839
49.0,100.0,1.0,1712.0,21.0833,26.4624,24.3593,24.4791,23.8338
49.0,100.0,1.0,1713.0,21.5383,25.9833,24.267,22.7321,22.7405
49.0,100.0,1.0,1714.0,21.298,26.87,24.8124,23.2985,24.4218
49.0,100.0,1.0,1715.0,20.8563,27.1511,24.2476,23.6005,24.4245
49.0,100.0,1.0,1716.0,16.7148,22.2904,19.6537,19.2326,19.2
49.0,100.0,1.0,1717.0,12.2626,18.3255,14.292,15.5916,15.2622
49.0,100.0,1.0,1718.0,10.8726,15.8806,10.8789,12.1733,10.9114
