subject,trial,condition,sample,Pz,CPz,Fz,FCz,Cz
19.0,100.0,1.0,1587.0,-16.7752,-21.9795,-37.0696,-27.1534,-27.7067
19.0,100.0,1.0,1588.0,-18.1551,-22.8829,-37.9854,-28.3968,-29.1127
19.0,100.0,1.0,1589.0,-19.1232,-25.2506,-37.7788,-30.2976,-30.415
19.0,100.0,1.0,1590.0,-16.2446,-23.1133,-37.2856,-29.2244,-28.8921
19.0,100.0,1.0,1591.0,-13.6224,-19.8647,-36.6732,-28.2847,-27.057
19.0,100.0,1.0,1592.0,-11.4843,-18.2513,-35.7519,-26.6106,-25.8621
19.0,100.0,1.0,1593.0,-10.71,-17.6098,-35.3381,-26.1078,-26.2317
19.0,100.0,1.0,1594.0,-12.4792,-19.4475,-36.4764,-29.8009,-28.0076
19.0,100.0,1.0,1595.0,-13.0477,-19.727,-37.2724,-31.0705,-28.3376
19.0,100.0,1.0,1596.0,-14.1861,-21.1743,-40.0595,-31.6865,-29.088
19.0,100.0,1.0,1597.0,-15.73,-22.6838,-39.6587,-32.7978,-30.9388
19.0,100.0,1.0,1598.0,-14.8074,-22.9712,-36.2592,-32.067,-30.9114
19.0,100.0,1.0,1599.0,-12.9614,-21.8648,-35.0232,-29.7399,-29.4159
19.0,100.0,1.0,1600.0,-11.3824,-19.4933,-35.6761,-29.4033,-28.5285
19.0,100.0,1.0,1601.0,-13.7841,-20.4858,-39.5861,-32.4407,-30.3865
19.0,100.0,1.0,1602.0,-16.9622,-24.8575,-42.8238,-34.1849,-32.9809
19.0,100.0,1.0,1603.0,-19.8732,-27.4825,-44.0342,-34.5213,-34.6957
19.0,100.0,1.0,1604.0,-19.6733,-27.6351,-42.2579,-34.469,-33.547
19.0,100.0,1.0,1605.0,-18.9144,-28.6308,-41.5835,-34.9147,-33.8326
19.0,100.0,1.0,1606.0,-19.1022,-28.5021,-41.7267,-34.9008,-33.9377
19.0,100.0,1.0,1607.0,-21.395,-30.0518,-41.5044,-35.3436,-34.9941
19.0,100.0,1.0,1608.0,-22.3084,-30.8013,-39.6444,-34.8125,-35.59
19.0,100.0,1.0,1609.0,-20.7464,-30.256,-39.5424,-34.0671,-35.8013
19.0,100.0,1.0,1610.0,-23.3834,-33.0113,-41.7581,-34.406,-38.0167
19.0,100.0,1.0,1611.0,-22.123,-31.4551,-41.4731,-34.5686,-37.8137
19.0,100.0,1.0,1612.0,-22.4692,-31.3797,-41.435,-36.2518,-37.0243
19.0,100.0,1.0,1613.0,-25.5897,-32.8748,-41.2562,-37.6395,-37.9362
19.0,100.0,1.0,1614.0,-23.7468,-30.0194,-41.2917,-36.1511,-37.3326
19.0,100.0,1.0,1615.0,-22.769,-29.2375,-43.2545,-35.3411,-37.7236
19.0,100.0,1.0,1616.0,-26.2205,-31.6499,-45.9245,-38.5166,-40.0913
19.0,100.0,1.0,1617.0,-28.0371,-32.3738,-47.1964,-41.271,-41.0463
19.0,100.0,1.0,1618.0,-28.8341,-32.9425,-47.0023,-41.4831,-40.8824
19.0,100.0,1.0,1619.0,-31.01,-34.0757,-45.8826,-42.1056,-41.2118
19.0,100.0,1.0,1620.0,-31.9572,-35.6831,-47.5884,-43.4945,-41.6713
19.0,100.0,1.0,1621.0,-32.7522,-35.758,-49.8259,-43.7921,-42.892
19.0,100.0,1.0,1622.0,-32.1699,-33.2711,-46.6755,-42.823,-40.6278
19.0,100.0,1.0,1623.0,-32.2773,-33.1326,-42.933,-40.8123,-39.4847
19.0,100.0,1.0,1624.0,-32.8028,-34.1647,-41.1007,-38.6992,-38.6781
19.0,100.0,1.0,1625.0,-31.8147,-32.6291,-40.5979,-37.0966,-37.8365
19.0,100.0,1.0,1626.0,-28.7381,-30.4665,-38.2262,-34.0876,-36.072
19.0,100.0,1.0,1627.0,-29.577,-30.4805,-38.2184,-33.6958,-34.8957
19.0,100.0,1.0,1628.0,-30.7739,-31.6227,-36.9598,-32.73,-34.2425
19.0,100.0,1.0,1629.0,-31.2172,-32.4077,-35.9698,-32.002,-34.9753
