subject,trial,condition,sample,Pz,CPz,Fz,FCz,Cz
27.0,100.0,1.0,1587.0,-9.0286,-9.4756,-0.9039,-5.361,-7.7664
27.0,100.0,1.0,1588.0,-9.5935,-8.5494,-0.5621,-5.9491,-5.9045
27.0,100.0,1.0,1589.0,-7.5718,-5.9181,1.821,-3.2158,-3.9704
27.0,100.0,1.0,1590.0,-4.8594,-3.7308,4.1642,0.1467,-0.9461
27.0,100.0,1.0,1591.0,-3.5947,-2.2758,5.95,1.9395,-0.163
27.0,100.0,1.0,1592.0,-4.5451,-2.619,4.4254,-0.7828,-2.9194
27.0,100.0,1.0,1593.0,-4.7707,-2.9792,1.8843,-2.7038,-3.1152
27.0,100.0,1.0,1594.0,-3.3679,-1.5047,2.131,-0.874,-1.5012
27.0,100.0,1.0,1595.0,0.3534,2.2368,5.3475,2.7848,2.623
27.0,100.0,1.0,1596.0,1.3456,2.2237,4.6917,2.2149,2.0334
27.0,100.0,1.0,1597.0,0.5689,2.0284,4.5843,2.1893,1.7936
27.0,100.0,1.0,1598.0,0.8975,3.6867,5.8269,3.3646,4.1963
27.0,100.0,1.0,1599.0,0.5516,4.1602,6.4153,2.7755,4.0836
27.0,100.0,1.0,1600.0,2.0437,5.0997,6.5519,2.4056,4.1636
27.0,100.0,1.0,1601.0,4.1095,6.5948,8.6003,4.8255,4.6314
27.0,100.0,1.0,1602.0,6.8683,8.3533,9.2661,6.8841,6.7678
27.0,100.0,1.0,1603.0,7.7261,8.7482,9.8425,8.9175,7.8667
27.0,100.0,1.0,1604.0,9.3947,10.8633,11.8357,10.3041,9.5852
27.0,100.0,1.0,1605.0,10.5679,12.8603,11.9513,10.7898,11.3906
27.0,100.0,1.0,1606.0,12.2343,14.7794,11.1765,10.8913,13.0779
27.0,100.0,1.0,1607.0,11.7503,13.7434,9.9871,10.7297,11.5458
27.0,100.0,1.0,1608.0,10.0681,12.6204,8.8848,10.4164,9.1644
27.0,100.0,1.0,1609.0,10.4593,11.9067,7.3186,8.606,7.0963
27.0,100.0,1.0,1610.0,9.6598,11.1011,6.8868,6.641,5.6025
27.0,100.0,1.0,1611.0,10.1419,11.1833,8.8913,6.6983,6.853
