subject,trial,condition,sample,Pz,CPz,Fz,FCz,Cz
74.0,100.0,1.0,1587.0,-21.4518,-29.396,-36.8542,-41.2029,-37.6736
74.0,100.0,1.0,1588.0,-24.4214,-33.8489,-40.8537,-45.5754,-41.8758
74.0,100.0,1.0,1589.0,-23.5964,-33.0364,-39.5977,-46.0632,-41.854
74.0,100.0,1.0,1590.0,-23.6422,-31.7695,-37.1737,-43.3157,-40.4611
74.0,100.0,1.0,1591.0,-23.5432,-30.7572,-36.8618,-41.4801,-38.866
74.0,100.0,1.0,1592.0,-23.5164,-30.3882,-37.2293,-42.184,-39.2454
74.0,100.0,1.0,1593.0,-26.3226,-33.8557,-39.4921,-45.1552,-43.2008
74.0,100.0,1.0,1594.0,-29.3184,-38.4882,-40.5542,-47.029,-46.7358
74.0,100.0,1.0,1595.0,-31.4608,-39.3465,-39.6877,-46.849,-47.1175
74.0,100.0,1.0,1596.0,-32.7269,-39.9733,-39.8547,-46.7688,-47.4498
74.0,100.0,1.0,1597.0,-33.0321,-41.1175,-39.2681,-47.1358,-48.1557
74.0,100.0,1.0,1598.0,-31.902,-40.9293,-37.369,-45.5945,-47.1425
74.0,100.0,1.0,1599.0,-33.5725,-42.3556,-36.573,-44.4455,-47.2747
74.0,100.0,1.0,1600.0,-36.4193,-45.2432,-38.7943,-46.3591,-49.4193
74.0,100.0,1.0,1601.0,-34.237,-42.3459,-36.4008,-45.0653,-47.6732
74.0,100.0,1.0,1602.0,-33.3666,-40.2082,-33.7486,-42.4614,-45.2842
74.0,100.0,1.0,1603.0,-35.8683,-43.9498,-36.8052,-44.6209,-48.1596
74.0,100.0,1.0,1604.0,-39.6605,-48.2395,-40.7351,-48.5124,-52.4753
74.0,100.0,1.0,1605.0,-42.4402,-49.9013,-41.1121,-50.1801,-54.7633
74.0,100.0,1.0,1606.0,-42.7269,-50.861,-39.82,-50.5397,-55.3726
74.0,100.0,1.0,1607.0,-42.1419,-50.0194,-38.026,-49.0087,-53.6304
74.0,100.0,1.0,1608.0,-40.4532,-49.2339,-37.2472,-48.0239,-52.7295
74.0,100.0,1.0,1609.0,-37.4352,-44.9355,-33.1864,-43.9104,-48.3252
74.0,100.0,1.0,1610.0,-39.7357,-45.9921,-32.7089,-43.0664,-48.5584
74.0,100.0,1.0,1611.0,-44.7296,-50.9625,-34.6254,-46.1739,-53.3125
74.0,100.0,1.0,1612.0,-44.1984,-50.952,-33.3867,-47.4581,-53.9862
74.0,100.0,1.0,1613.0,-42.7881,-49.0238,-31.0047,-45.6629,-51.9305
74.0,100.0,1.0,1614.0,-44.8676,-50.9169,-31.6447,-45.1884,-52.2913
74.0,100.0,1.0,1615.0,-48.6844,-54.516,-33.7231,-44.9843,-53.9257
74.0,100.0,1.0,1616.0,-50.5672,-57.2851,-36.0208,-46.6031,-56.1135
74.0,100.0,1.0,1617.0,-49.3516,-56.7607,-38.5409,-49.2318,-57.6684
74.0,100.0,1.0,1618.0,-47.8618,-54.3686,-35.8592,-46.2865,-55.1942
74.0,100.0,1.0,1619.0,-47.8712,-54.284,-33.756,-45.2892,-54.5767
74.0,100.0,1.0,1620.0,-46.8257,-52.0565,-31.147,-42.8595,-52.0205
74.0,100.0,1.0,1621.0,-44.8142,-50.4783,-28.1111,-39.7687,-49.749
74.0,100.0,1.0,1622.0,-45.2345,-50.7474,-24.6043,-38.7313,-50.0023
74.0,100.0,1.0,1623.0,-47.0103,-51.8365,-24.7896,-40.4746,-51.7413
74.0,100.0,1.0,1624.0,-48.3048,-54.009,-28.1765,-42.6481,-53.4288
74.0,100.0,1.0,1625.0,-47.8559,-53.5612,-28.927,-41.8409,-52.3955
74.0,100.0,1.0,1626.0,-49.4467,-55.5494,-31.7241,-43.6922,-54.5217
74.0,100.0,1.0,1627.0,-54.2089,-61.7803,-39.1923,-50.3375,-61.5099
74.0,100.0,1.0,1628.0,-55.761,-63.3559,-41.3011,-52.5678,-63.946
74.0,100.0,1.0,1629.0,-54.4172,-59.9625,-37.0633,-47.9865,-59.0569
74.0,100.0,1.0,1630.0,-55.7594,-59.0862,-33.4426,-45.1407,-57.1882
74.0,100.0,1.0,1631.0,-55.8158,-59.8696,-32.122,-44.1427,-57.164
74.0,100.0,1.0,1632.0,-52.9031,-57.3261,-28.8171,-42.1899,-54.5278
74.0,100.0,1.0,1633.0,-49.9087,-53.6555,-24.1793,-38.7584,-50.8546
74.0,100.0,1.0,1634.0,-54.0249,-58.2263,-28.5301,-41.5662,-54.5274
74.0,100.0,1.0,1635.0,-55.8028,-62.1827,-35.1013,-47.2099,-59.2451
74.0,100.0,1.0,1636.0,-53.353,-60.2065,-34.5822,-47.7483,-59.1423
74.0,100.0,1.0,1637.0,-55.37,-60.0315,-32.6793,-45.7227,-58.3715
74.0,100.0,1.0,1638.0,-58.9863,-63.3308,-35.3039,-47.5905,-60.911
74.0,100.0,1.0,1639.0,-58.5462,-63.6822,-34.8907,-47.6294,-61.4042
74.0,100.0,1.0,1640.0,-56.2123,-62.5913,-34.7578,-46.8341,-60.356
74.0,100.0,1.0,1641.0,-58.119,-63.591,-36.6667,-49.211,-62.2601
74.0,100.0,1.0,1642.0,-58.6125,-61.4195,-31.1333,-45.6634,-59.4564
74.0,100.0,1.0,1643.0,-60.3953,-62.3527,-28.4925,-44.5139,-59.0608
74.0,100.0,1.0,1644.0,-61.5965,-63.2445,-27.0449,-44.2886,-59.322
74.0,100.0,1.0,1645.0,-59.188,-59.819,-22.062,-39.4578,-55.6869
74.0,100.0,1.0,1646.0,-59.016,-60.73,-24.0445,-41.3407,-57.6447
74.0,100.0,1.0,1647.0,-61.8655,-64.0595,-30.4157,-46.7456,-61.6942
74.0,100.0,1.0,1648.0,-61.5057,-63.8821,-32.2982,-47.7215,-61.9366
74.0,100.0,1.0,1649.0,-59.0492,-61.5035,-28.0234,-42.9585,-58.0097
74.0,100.0,1.0,1650.0,-55.9732,-58.572,-24.4118,-38.478,-53.2664
74.0,100.0,1.0,1651.0,-54.2752,-55.8102,-23.7548,-38.668,-51.8776
74.0,100.0,1.0,1652.0,-54.5554,-56.2039,-22.8269,-38.8139,-52.4165
74.0,100.0,1.0,1653.0,-49.1157,-50.4183,-18.0827,-32.1188,-45.1762
74.0,100.0,1.0,1654.0,-43.6374,-43.2102,-12.641,-25.8511,-38.2123
74.0,100.0,1.0,1655.0,-40.5263,-38.3408,-7.6564,-21.7891,-33.7299
74.0,100.0,1.0,1656.0,-36.9143,-34.2888,-5.1109,-19.064,-29.8165
74.0,100.0,1.0,1657.0,-33.6509,-32.8667,-4.5286,-17.9585,-28.1413
74.0,100.0,1.0,1658.0,-32.7723,-31.7025,-3.6951,-17.1253,-26.9981
74.0,100.0,1.0,1659.0,-38.102,-37.2188,-10.542,-23.4597,-33.5329
74.0,100.0,1.0,1660.0,-43.0453,-42.1966,-16.8832,-28.7057,-38.9661
74.0,100.0,1.0,1661.0,-44.0893,-42.5778,-17.7925,-29.5245,-39.8384
74.0,100.0,1.0,1662.0,-43.2844,-41.8359,-18.6196,-30.5376,-39.9486
74.0,100.0,1.0,1663.0,-43.7575,-42.4208,-18.549,-32.0528,-40.9808
74.0,100.0,1.0,1664.0,-43.5261,-42.2045,-17.5101,-31.0438,-40.2503
74.0,100.0,1.0,1665.0,-38.5065,-36.8272,-15.6663,-29.0278,-36.4912
74.0,100.0,1.0,1666.0,-33.6981,-32.2831,-13.4498,-26.0689,-32.1624
74.0,100.0,1.0,1667.0,-34.8231,-32.9625,-16.1757,-26.4922,-32.2919
74.0,100.0,1.0,1668.0,-37.8773,-35.3138,-18.8622,-28.4468,-34.502
