subject,trial,condition,sample,Pz,CPz,Fz,FCz,Cz
72.0,100.0,1.0,1587.0,29.032,19.1539,25.4373,16.84,11.4497
72.0,100.0,1.0,1588.0,27.8043,17.9647,23.9164,15.7448,10.4842
72.0,100.0,1.0,1589.0,25.4483,16.3384,24.0253,16.0825,10.3286
72.0,100.0,1.0,1590.0,26.8493,18.2045,27.0281,17.823,10.84
72.0,100.0,1.0,1591.0,29.7883,20.7432,31.3802,20.832,13.5451
72.0,100.0,1.0,1592.0,27.846,18.4159,29.3876,18.1771,10.2667
72.0,100.0,1.0,1593.0,26.6977,17.2823,27.7986,17.1002,9.4531
72.0,100.0,1.0,1594.0,26.179,16.5219,26.4323,16.6862,9.9182
72.0,100.0,1.0,1595.0,24.0234,14.7298,23.0403,13.9025,7.6963
72.0,100.0,1.0,1596.0,22.774,15.064,23.317,13.492,6.7247
72.0,100.0,1.0,1597.0,20.2594,12.8888,22.4138,12.5821,6.0174
72.0,100.0,1.0,1598.0,16.1346,8.8041,18.644,8.4477,2.2722
72.0,100.0,1.0,1599.0,16.7998,9.5558,19.5836,9.7173,3.6553
72.0,100.0,1.0,1600.0,18.5092,10.8276,20.24,10.8607,5.4364
72.0,100.0,1.0,1601.0,18.5161,10.8352,19.9487,9.5366,5.1068
72.0,100.0,1.0,1602.0,18.473,11.1796,21.5725,10.7193,5.884
72.0,100.0,1.0,1603.0,15.5845,8.5744,20.4642,8.7245,3.3254
72.0,100.0,1.0,1604.0,10.8147,4.6541,16.2182,4.9914,0.5365
72.0,100.0,1.0,1605.0,7.0806,1.874,13.7714,3.4066,-1.1556
72.0,100.0,1.0,1606.0,2.6559,-1.5551,11.8052,1.4658,-3.2162
72.0,100.0,1.0,1607.0,1.8857,-2.2886,12.5323,2.0624,-3.3583
72.0,100.0,1.0,1608.0,-0.262,-4.1511,10.5821,0.3883,-6.1012
72.0,100.0,1.0,1609.0,-5.1646,-8.2832,7.3103,-3.6534,-10.6992
72.0,100.0,1.0,1610.0,-7.1597,-9.1578,5.2684,-5.1859,-11.7732
72.0,100.0,1.0,1611.0,-8.712,-9.8655,2.3071,-7.17,-13.9506
72.0,100.0,1.0,1612.0,-8.5447,-9.7204,2.7171,-7.2459,-14.2862
72.0,100.0,1.0,1613.0,-6.779,-8.1814,7.0571,-3.084,-9.1016
72.0,100.0,1.0,1614.0,-7.9246,-7.8375,10.2277,0.5796,-5.5979
72.0,100.0,1.0,1615.0,-10.3247,-8.5722,10.405,0.4801,-5.6436
72.0,100.0,1.0,1616.0,-12.6962,-10.4943,8.9519,-1.0341,-7.1608
72.0,100.0,1.0,1617.0,-13.0519,-10.7524,10.1151,-0.5804,-6.8862
72.0,100.0,1.0,1618.0,-16.6955,-14.1358,7.8761,-3.8336,-11.07
72.0,100.0,1.0,1619.0,-18.7914,-15.6299,6.6406,-5.6838,-12.7679
72.0,100.0,1.0,1620.0,-19.8944,-16.9244,6.6446,-5.6921,-13.6586
72.0,100.0,1.0,1621.0,-21.0626,-17.3106,7.0031,-5.2671,-13.9605
72.0,100.0,1.0,1622.0,-22.3701,-18.1381,5.1731,-6.3838,-14.1
72.0,100.0,1.0,1623.0,-23.1991,-18.7887,4.3863,-6.5909,-13.1204
72.0,100.0,1.0,1624.0,-22.1022,-17.7703,6.4446,-6.2111,-13.7747
72.0,100.0,1.0,1625.0,-21.5253,-16.5696,9.7684,-4.2572,-13.4005
72.0,100.0,1.0,1626.0,-20.5358,-14.6342,12.1849,-1.7766,-11.265
72.0,100.0,1.0,1627.0,-20.2055,-14.2897,11.7564,-1.2489,-9.6332
72.0,100.0,1.0,1628.0,-20.7012,-14.9091,9.6373,-0.7872,-7.7989
72.0,100.0,1.0,1629.0,-22.3825,-16.7412,7.5345,-2.6382,-8.989
72.0,100.0,1.0,1630.0,-22.2617,-16.4855,8.5341,-2.4489,-8.8529
72.0,100.0,1.0,1631.0,-27.1937,-20.2706,7.6371,-4.0214,-10.7635
72.0,100.0,1.0,1632.0,-32.848,-25.4095,0.7427,-9.5373,-16.2874
72.0,100.0,1.0,1633.0,-31.1378,-24.476,-0.7783,-10.145,-16.4256
72.0,100.0,1.0,1634.0,-26.2037,-18.9979,3.7804,-4.8077,-10.0137
72.0,100.0,1.0,1635.0,-25.9443,-17.2018,6.4339,-2.4491,-7.86
72.0,100.0,1.0,1636.0,-26.5437,-17.78,7.0754,-2.7178,-7.5053
72.0,100.0,1.0,1637.0,-25.1387,-17.2724,9.0064,-1.017,-4.5444
72.0,100.0,1.0,1638.0,-21.2787,-13.7304,12.1458,1.5207,-2.3118
72.0,100.0,1.0,1639.0,-19.1545,-11.6838,11.093,1.5445,-2.5625
72.0,100.0,1.0,1640.0,-17.8068,-10.653,10.8099,2.197,-1.2793
72.0,100.0,1.0,1641.0,-18.3691,-10.544,7.6283,-0.2552,-3.824
72.0,100.0,1.0,1642.0,-18.2634,-11.9545,2.9891,-3.58,-6.4271
72.0,100.0,1.0,1643.0,-17.1075,-11.7176,1.9811,-4.4925,-7.5593
72.0,100.0,1.0,1644.0,-15.5322,-9.4687,5.1823,-2.4146,-6.1583
72.0,100.0,1.0,1645.0,-11.3545,-4.2845,9.2013,2.2364,-0.4823
72.0,100.0,1.0,1646.0,-5.9534,-0.1176,11.5674,6.0992,4.8266
72.0,100.0,1.0,1647.0,-5.871,-0.813,10.1296,5.0124,4.6872
72.0,100.0,1.0,1648.0,-8.2428,-2.9326,7.3819,2.6001,3.097
72.0,100.0,1.0,1649.0,-7.1705,-2.4499,5.9262,1.5463,3.6291
72.0,100.0,1.0,1650.0,-6.0772,-1.6574,5.4806,1.1888,4.0636
72.0,100.0,1.0,1651.0,-7.5349,-3.1039,2.7715,-1.1177,1.2238
72.0,100.0,1.0,1652.0,-10.3077,-6.4657,-0.6326,-4.2206,-1.2026
72.0,100.0,1.0,1653.0,-8.9724,-5.9853,-0.5773,-3.5698,0.5918
72.0,100.0,1.0,1654.0,-6.0421,-2.0084,2.4687,-0.0441,3.1671
72.0,100.0,1.0,1655.0,-6.6574,-1.5536,2.1836,-0.8257,0.7242
72.0,100.0,1.0,1656.0,-7.4512,-2.4423,-2.0102,-5.1032,-4.3748
72.0,100.0,1.0,1657.0,-6.3603,-2.7276,-3.4503,-6.2036,-4.5245
72.0,100.0,1.0,1658.0,-3.5754,-2.3956,-2.483,-4.4784,-1.5739
72.0,100.0,1.0,1659.0,-0.0912,-0.5373,-1.5428,-3.1701,0.373
72.0,100.0,1.0,1660.0,-0.292,-0.4864,-2.8412,-4.7474,-0.5892
72.0,100.0,1.0,1661.0,-1.6897,-1.6726,-4.5499,-7.0042,-3.0397
72.0,100.0,1.0,1662.0,-2.8577,-2.8666,-6.09,-9.4248,-6.2276
72.0,100.0,1.0,1663.0,-4.3958,-3.4118,-6.049,-10.0676,-7.5848
